Substructure,Count,Count ratio,Number_of_molecules_with_fragment,Ratio_of_Molecules_with_Fragment,median_score,median_score_fragment,median_score_not_fragment,molecules_with_fragment,diff_median_score,step
C2=C(c3ccc,9,0.1675665611617948,9,8.108108108108109,0.3033642,0.2955965,0.3047484,"['c1ccc(C2=C(c3ccccc3)C34c5ccccc5C3C24c2ccccc2)cc1', 'c1ccc(C2=C(c3ccccc3)C(c3ccccc3)=C3C2=C(c2ccccc2)c2c3c3ccccc3c3ccccc23)cc1', 'c1ccc(C2=C(c3ccccc3)C(c3ccccc3)=C(c3ccccc3)C2=C2CSCO2)cc1', 'O=C1C2=C(c3ccccc3)C(=C(c3ccccc3)c3ccccc3)C(=C(c3ccccc3)c3ccccc3)C2=C(Cl)c2ccccc21', 'COC(=O)c1cc(C2=C(c3ccccc3)C(=O)N(C)C2=O)cc(-c2ccccc2)n1', 'COC(=O)C1=CC2=C(c3ccccc3)c3nccn3[B-](F)(F)[N+]2=C1C', 'F[B-]1(F)C2=C(c3ccccc3)c3nc4ccccc4n3[B-](F)(F)[N+]2=C(c2ccccc2)c2cccn21', 'O=C1C(C2=C(c3ccccc3)C(c3ccccc3)=C(c3ccccc3)C2=O)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1', 'O=C(c1ccccc1)N1C2=C(c3ccccc3)c3ccccc3SC21']",-0.00915189999999999,200
c3)c3ccccc,8,0.14894805436603983,7,6.306306306306306,0.3033642,0.4015698,0.29621935,"['CCC1C(C2(c3ccccc3)c3ccccc3-c3ccccc32)=Cc2ccccc21', 'O=C1C2=C(c3ccccc3)C(=C(c3ccccc3)c3ccccc3)C(=C(c3ccccc3)c3ccccc3)C2=C(Cl)c2ccccc21', 'Clc1cccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)c1', 'C1=C(c2ccccc2)C(=C2C(=Cc3ccccc3)c3ccccc3C2=C2c3ccccc3-c3ccccc32)c2ccccc21', 'O=C1C(=C2c3ccccc3N(S(=O)(=O)c3ccccc3)c3ccccc32)C=Cc2ccccc21', 'O=C(c1ccccc1)N1C2=C(c3ccccc3)c3ccccc3SC21', 'Cc1ccc(C2=CNC(=C3C(=O)c4ccccc4C(=O)C3=C3C(=O)c4sccc4C3(c3ccccc3)c3ccccc3)P2c2ccccc2)cc1']",0.10535044999999998,200
3ccccc23)c,8,0.14894805436603983,8,7.207207207207207,0.3033642,0.37070175,0.2968422,"['O=c1c(Cc2c3ccccc3cc3ccccc23)c(-c2ccccc2)cc2c3cc(Cl)ccc3c(=Cc3ccccc3)n12', 'O=C(c1cc(-c2cccc3ccccc23)c2ccccc2c1)c1c2ccccc2cc2ccccc12', 'c1ccc(C2=C(c3ccccc3)C(c3ccccc3)=C3C2=C(c2ccccc2)c2c3c3ccccc3c3ccccc23)cc1', 'C(c1cccc2ccccc12)=c1cc(-c2c(-c3ccccc3)ccc3ccccc23)c2cccc3cccc1c32', 'Clc1cccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)c1', 'c1ccc(-c2cc3[nH]nc(-c4ccccc4)c3c3ccccc23)cc1', 'O=c1oc(-c2cccc(Br)c2C(=NNc2ccccc2)c2c3ccccc3cc3ccccc23)cc2ccccc12', 'O=C1C(=C(c2ccccc2)c2csc3ccccc23)c2ccccc2N1c1ccccc1']",0.07385955,200
c3ccccc23),8,0.14894805436603983,8,7.207207207207207,0.3033642,0.37070175,0.2968422,"['O=c1c(Cc2c3ccccc3cc3ccccc23)c(-c2ccccc2)cc2c3cc(Cl)ccc3c(=Cc3ccccc3)n12', 'O=C(c1cc(-c2cccc3ccccc23)c2ccccc2c1)c1c2ccccc2cc2ccccc12', 'c1ccc(C2=C(c3ccccc3)C(c3ccccc3)=C3C2=C(c2ccccc2)c2c3c3ccccc3c3ccccc23)cc1', 'C(c1cccc2ccccc12)=c1cc(-c2c(-c3ccccc3)ccc3ccccc23)c2cccc3cccc1c32', 'Clc1cccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)c1', 'c1ccc(-c2cc3[nH]nc(-c4ccccc4)c3c3ccccc23)cc1', 'O=c1oc(-c2cccc(Br)c2C(=NNc2ccccc2)c2c3ccccc3cc3ccccc23)cc2ccccc12', 'O=C1C(=C(c2ccccc2)c2csc3ccccc23)c2ccccc2N1c1ccccc1']",0.07385955,200
cc3)c3cccc,8,0.14894805436603983,7,6.306306306306306,0.3033642,0.4015698,0.29621935,"['CCC1C(C2(c3ccccc3)c3ccccc3-c3ccccc32)=Cc2ccccc21', 'O=C1C2=C(c3ccccc3)C(=C(c3ccccc3)c3ccccc3)C(=C(c3ccccc3)c3ccccc3)C2=C(Cl)c2ccccc21', 'Clc1cccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)c1', 'C1=C(c2ccccc2)C(=C2C(=Cc3ccccc3)c3ccccc3C2=C2c3ccccc3-c3ccccc32)c2ccccc21', 'O=C1C(=C2c3ccccc3N(S(=O)(=O)c3ccccc3)c3ccccc32)C=Cc2ccccc21', 'O=C(c1ccccc1)N1C2=C(c3ccccc3)c3ccccc3SC21', 'Cc1ccc(C2=CNC(=C3C(=O)c4ccccc4C(=O)C3=C3C(=O)c4sccc4C3(c3ccccc3)c3ccccc3)P2c2ccccc2)cc1']",0.10535044999999998,200
cccc1)c1cc,8,0.14894805436603983,8,7.207207207207207,0.3033642,0.14392925,0.3061326,"['C(=C1c2ccccc2C2=c3c(c4ccccc4c4ccccc34)=C2N1c1ccccc1)c1ccccc1', 'O=C1CCN(c2ccccc2)CC1=C(c1ccccc1)c1ccccc1', 'O=C(C1=c2ccccc2=NC(=C2C=CC=C[CH-]2)N1c1ccccc1)c1ccc(Cl)cc1', 'COc1c2c(c3cc4cc(O)c(Cl)cc4n3c1=O)=C(c1ccccc1)c1ccccc1-2', 'OC(c1ccccc1)c1ccccc1-c1cc(Cl)ncn1', 'CC(=NN=C(c1ccccc1)c1cc(C)ccc1C)c1cccnc1', 'O=C1C(c2ccccc2)=C(c2ccccc2)C(=Cc2ccccc2)C1(c1ccccc1)c1ccccc1', 'O=C(Nc1[s+]c([N-]c2ccccc2)oc1-c1ccccc1)c1ccccc1']",-0.16220334999999997,200
)C(c2ccccc,8,0.14894805436603983,7,6.306306306306306,0.3033642,0.2745138,0.31100665,"['COc1c(C#N)c(C#N)c2c(c1C(=O)c1ccccc1)C1(OC(c3ccc(C)cc3)=C2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1', 'C=C1CC(=S)C(c2ccccc2)=C(c2ccccc2)C1=C', 'Oc1ccccc1C=NN=C1N=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1', 'O=C1C(=Cc2ccccc2)C(c2ccccc2)=C(CCc2ccccc2)C1=NNc1ccc([N+](=O)[O-])cc1', 'O=C1C(=c2[nH]c(=Cc3ccccc3)nc2-c2ccccc2)C(c2ccccc2)=Nc2ccccc2C=Cc2ccccc21', 'Cc1ccccc1NN=C1C=C(Br)C(=[N+]([O-])[O-])C(c2ccccc2)=C1', 'O=C1C(C2=C(c3ccccc3)C(c3ccccc3)=C(c3ccccc3)C2=O)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1']",-0.03649285000000002,200
2ccccc2)=C,8,0.14894805436603983,7,6.306306306306306,0.3033642,0.2745138,0.3047484,"['COc1c(C#N)c(C#N)c2c(c1C(=O)c1ccccc1)C1(OC(c3ccc(C)cc3)=C2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1', 'C=C1CC(=S)C(c2ccccc2)=C(c2ccccc2)C1=C', 'Oc1ccccc1C=NN=C1N=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1', 'O=C1C(=Cc2ccccc2)C(c2ccccc2)=C(CCc2ccccc2)C1=NNc1ccc([N+](=O)[O-])cc1', 'O=C1C(c2ccccc2)=C(c2ccccc2)C(=Cc2ccccc2)C1(c1ccccc1)c1ccccc1', 'Cc1ccccc1NN=C1C=C(Br)C(=[N+]([O-])[O-])C(c2ccccc2)=C1', 'O=C1C(C2=C(c3ccccc3)C(c3ccccc3)=C(c3ccccc3)C2=O)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1']",-0.0302346,200
c3ccccc32),7,0.13032954757028486,7,6.306306306306306,0.3033642,0.0544372,0.3047484,"['CCC1C(C2(c3ccccc3)c3ccccc3-c3ccccc32)=Cc2ccccc21', 'CC(=Cc1ccccc1)[NH+]1C(=O)O[B-]2(OC(=O)c3ccccc32)c2ccccc21', 'c1ccc(CN2c3ccccc3Oc3ccccc32)cc1', 'C1=C(c2ccccc2)C(=C2C(=Cc3ccccc3)c3ccccc3C2=C2c3ccccc3-c3ccccc32)c2ccccc21', 'O=C1C(=C2c3ccccc3N(S(=O)(=O)c3ccccc3)c3ccccc32)C=Cc2ccccc21', 'c1ccc(N2N=C(c3cccc4ccccc34)c3cc4ccccc4cc3C2=C2c3ccccc3-c3ccccc32)cc1', 'C=C1C(C)=[N+]2[B-](F)(F)n3c(Br)ccc3P2(n2c(=O)ccc3ccccc32)=NP(C)(c2ccccc2)=[N+]1c1ccccc1']",-0.25031119999999996,200
=Cc2ccccc2,7,0.13032954757028486,7,6.306306306306306,0.3033642,0.3033642,0.30148739999999996,"['Cn1c(C(=C2C=CC=CC2=S(#[O+])c2ccccc2)c2ccccc2)nc(-c2ccccc2)c1C=c1[n-]c(=Cc2ccccc2)c(=O)n1-c1ccccc1', 'CCC1C(C2(c3ccccc3)c3ccccc3-c3ccccc32)=Cc2ccccc21', 'O=C1C(=NN=Cc2ccccc2OCc2ccccc2)c2ccccc2C(=O)N1Cc1ccccc1', 'O=C1C(=Cc2ccccc2)C(c2ccccc2)=C(CCc2ccccc2)C1=NNc1ccc([N+](=O)[O-])cc1', 'O=C1C(=C2c3ccccc3N(S(=O)(=O)c3ccccc3)c3ccccc32)C=Cc2ccccc21', 'O=C1C(c2ccccc2)=C(c2ccccc2)C(=Cc2ccccc2)C1(c1ccccc1)c1ccccc1', 'O=C1C(=c2[nH]c(=Cc3ccccc3)nc2-c2ccccc2)C(c2ccccc2)=Nc2ccccc2C=Cc2ccccc21']",0.0018768000000000118,200
2ccccc2)C1,7,0.13032954757028486,7,6.306306306306306,0.3033642,0.3158807,0.3001032,"['CC1=CC(=O)C(=C2Nc3ccccc3N=C2C)C(=NNc2ccccc2)C1=O', 'COC1=C(Cl)C(=O)C(Cl)=C(Nc2ccccc2)C1=CNc1ccc(Cl)cc1', 'O=C1C(=CNc2ccc(Cl)cc2)C(=O)N(c2ccccc2)C1=Cc1cccc2ccccc12', 'C=C1CC(=S)C(c2ccccc2)=C(c2ccccc2)C1=C', 'CC1CNC(=C2N=[N+]([O-])C(c3ccccc3)=C2C(=O)c2ccccc2)C1=Cc1ccccc1', 'O=C1C(=Cc2ccccc2)C(c2ccccc2)=C(CCc2ccccc2)C1=NNc1ccc([N+](=O)[O-])cc1', 'O=C1C(c2ccccc2)=C(c2ccccc2)C(=Cc2ccccc2)C1(c1ccccc1)c1ccccc1']",0.0157775,200
)c2ccccc2),7,0.13032954757028486,6,5.405405405405405,0.3033642,0.3265908,0.2968422,"['CC1=NN(c2ccccc2)C(=O)C1=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1', 'Cn1c(C(=C2C=CC=CC2=S(#[O+])c2ccccc2)c2ccccc2)nc(-c2ccccc2)c1C=c1[n-]c(=Cc2ccccc2)c(=O)n1-c1ccccc1', 'O=C1C(Cl)=C(N(c2ccccc2)c2ccccc2)c2ccccc2C1=C1C(=O)c2ccccc2-c2ccccc21', 'Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)CC3=CC=CC3(c3ccccc3)[P+]2(c2ccccc2)c2ccccc2)c(F)c1F', 'N#Cc1c(-c2ccccc2)c(-c2ccccc2)c(C(=O)c2ccccc2)c2ccccc12', 'CC1CNC(=C2N=[N+]([O-])C(c3ccccc3)=C2C(=O)c2ccccc2)C1=Cc1ccccc1']",0.029748600000000014,200
c3ccccc3)=,7,0.13032954757028486,7,6.306306306306306,0.3033642,0.3616182,0.29621935,"['CN1c2ccccc2C2C(c3ccccc3)=C3C(=Cc4ccccc43)C21', 'c1ccc(C2=C(c3ccccc3)C(c3ccccc3)=C3C2=C(c2ccccc2)c2c3c3ccccc3c3ccccc23)cc1', 'c1ccc(C2=C(c3ccccc3)C(c3ccccc3)=C(c3ccccc3)C2=C2CSCO2)cc1', 'F[B-]1(F)n2cc(-c3ccccc3Br)cc2-c2ccccc2C2=CC(c3ccccc3)=[N+]21', 'O=c1c(-c2ccccc2)c2c3c1cccc3c(=C1C=C(c3ccccc3)C(c3ccccc3)=[S+]1)c1cccn12', 'CC1CNC(=C2N=[N+]([O-])C(c3ccccc3)=C2C(=O)c2ccccc2)C1=Cc1ccccc1', 'O=C1C(C2=C(c3ccccc3)C(c3ccccc3)=C(c3ccccc3)C2=O)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1']",0.06539885000000001,200
=Cc1ccccc1,7,0.13032954757028486,6,5.405405405405405,0.3033642,0.31727035000000003,0.2968422,"['Cn1c(-c2ccccc2)c2c(c1=Cc1ccccc1)=C(Nc1ccccc1)C(=O)C2=Cc1ccccc1', 'O=C(c1ccccc1Cl)c1c(-c2ccccc2)n2c(c1=Cc1ccccc1)=NNc1ccccc1-2', 'CC1=CC2=CC(=[S+]C1)C(c1ccccc1)=CC1=C3C(C)=CC(C)=[N+]3C3=C1c1ccccc1[B-]1(O)C=C(O1)C(=C(c1ccccc1)C(=Cc1ccccc1)C1=C2OC1)[B-]3(c1ccc(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F', 'CC(=Cc1ccccc1)[NH+]1C(=O)O[B-]2(OC(=O)c3ccccc32)c2ccccc21', 'CC1CNC(=C2N=[N+]([O-])C(c3ccccc3)=C2C(=O)c2ccccc2)C1=Cc1ccccc1', 'Cc1cnc(Nc2ccccc2)nc1-n1c2c(sc1=S)C(=Cc1ccccc1)C(c1ccccc1)=C2']",0.020428150000000034,200
c3ccccc3)n,7,0.13032954757028486,6,5.405405405405405,0.3033642,0.38687249999999995,0.2955965,"['O=c1c(Cc2c3ccccc3cc3ccccc23)c(-c2ccccc2)cc2c3cc(Cl)ccc3c(=Cc3ccccc3)n12', 'O=c1c2cccc3cccc(c32)c2c(-c3ccccc3)c(=Cc3ccccc3)n12', 'O=c1c2c(cc(=Cc3ccccc3)n1Cc1ccccc1)-c1ccccc1C=2Cl', 'F[B-]1(F)N(c2ccccc2)N=C(n2c(-c3ccccc3)nc(-c3ccccc3)nc2=Nc2ccccc2)c2cccn21', 'O=C1C(=c2[nH]c(=Cc3ccccc3)nc2-c2ccccc2)C(c2ccccc2)=Nc2ccccc2C=Cc2ccccc21', 'O=c1cc(-c2ccccc2)nc2c3ccccc3nc(-c3ccccc3)n12']",0.09127599999999997,200
3ccccc3)C(,7,0.13032954757028486,6,5.405405405405405,0.3033642,0.32860734999999996,0.3033642,"['c1ccc(C2=C(c3ccccc3)C(c3ccccc3)=C3C2=C(c2ccccc2)c2c3c3ccccc3c3ccccc23)cc1', 'c1ccc(C2=C(c3ccccc3)C(c3ccccc3)=C(c3ccccc3)C2=C2CSCO2)cc1', 'O=C1C2=C(c3ccccc3)C(=C(c3ccccc3)c3ccccc3)C(=C(c3ccccc3)c3ccccc3)C2=C(Cl)c2ccccc21', 'O=c1c(-c2ccccc2)c2c3c1cccc3c(=C1C=C(c3ccccc3)C(c3ccccc3)=[S+]1)c1cccn12', 'COC(=O)c1cc(C2=C(c3ccccc3)C(=O)N(C)C2=O)cc(-c2ccccc2)n1', 'O=C1C(C2=C(c3ccccc3)C(c3ccccc3)=C(c3ccccc3)C2=O)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1']",0.025243149999999992,200
)c2ccccc21,7,0.13032954757028486,7,6.306306306306306,0.3033642,0.3716163,0.29948034999999995,"['O=C1C2=C(c3ccccc3)C(=C(c3ccccc3)c3ccccc3)C(=C(c3ccccc3)c3ccccc3)C2=C(Cl)c2ccccc21', 'O=C1C(=C2c3ccccc3-c3c2ccc2ccccc32)C(C(F)(F)F)c2ccccc21', 'C=[N+]1C2=[N+](C(=C3c4ccccc4-c4ccccc43)C=C2)[B-](F)(F)c2ccccc21', 'CC(=Cc1ccccc1)[NH+]1C(=O)O[B-]2(OC(=O)c3ccccc32)c2ccccc21', 'C1=C(c2ccccc2)C(=C2C(=Cc3ccccc3)c3ccccc3C2=C2c3ccccc3-c3ccccc32)c2ccccc21', 'O=C1C(N2C(=S)c3ccccc3C2O)=C(Br)c2ccccc21', 'O=C1NC(=Cc2cccc3ncc(-c4ccccc4)nc23)c2ccccc21']",0.07213595000000006,200
2ccccc2)cc,7,0.13032954757028486,7,6.306306306306306,0.3033642,0.3750458,0.29621935,"['O=c1c(Cc2c3ccccc3cc3ccccc23)c(-c2ccccc2)cc2c3cc(Cl)ccc3c(=Cc3ccccc3)n12', 'CC1=NN(c2ccccc2)C(=O)C1=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1', 'c1ccc(C2=C(c3ccccc3)C34c5ccccc5C3C24c2ccccc2)cc1', 'c1ccc(Nc2cn3c(nc4ccccc43)c(-c3ccccc3)c2-c2ccccc2)cc1', 'c1ccc(NN=C2N=NC(=C(c3ccccc3)c3ccc4ccccc4c3)C2=NNc2ccccc2)cc1', 'N#Cc1c(-c2ccccc2)ccc2c1C(=NNc1ccccc1[N+](=O)[O-])c1ccccc1-2', 'Cc1ccc(C2=CNC(=C3C(=O)c4ccccc4C(=O)C3=C3C(=O)c4sccc4C3(c3ccccc3)c3ccccc3)P2c2ccccc2)cc1']",0.07882644999999999,200
3)c3ccccc3,7,0.13032954757028486,6,5.405405405405405,0.3033642,0.37595924999999997,0.2968422,"['CCC1C(C2(c3ccccc3)c3ccccc3-c3ccccc32)=Cc2ccccc21', 'O=C1C2=C(c3ccccc3)C(=C(c3ccccc3)c3ccccc3)C(=C(c3ccccc3)c3ccccc3)C2=C(Cl)c2ccccc21', 'C1=C(c2ccccc2)C(=C2C(=Cc3ccccc3)c3ccccc3C2=C2c3ccccc3-c3ccccc32)c2ccccc21', 'O=C1C(=C2c3ccccc3N(S(=O)(=O)c3ccccc3)c3ccccc32)C=Cc2ccccc21', 'O=C(c1ccccc1)N1C2=C(c3ccccc3)c3ccccc3SC21', 'Cc1ccc(C2=CNC(=C3C(=O)c4ccccc4C(=O)C3=C3C(=O)c4sccc4C3(c3ccccc3)c3ccccc3)P2c2ccccc2)cc1']",0.07911704999999997,200
ccc1)c1ccc,7,0.13032954757028486,7,6.306306306306306,0.3033642,0.1830934,0.3047484,"['C(=C1c2ccccc2C2=c3c(c4ccccc4c4ccccc34)=C2N1c1ccccc1)c1ccccc1', 'O=C1CCN(c2ccccc2)CC1=C(c1ccccc1)c1ccccc1', 'O=C(C1=c2ccccc2=NC(=C2C=CC=C[CH-]2)N1c1ccccc1)c1ccc(Cl)cc1', 'COc1c2c(c3cc4cc(O)c(Cl)cc4n3c1=O)=C(c1ccccc1)c1ccccc1-2', 'OC(c1ccccc1)c1ccccc1-c1cc(Cl)ncn1', 'O=C1C(c2ccccc2)=C(c2ccccc2)C(=Cc2ccccc2)C1(c1ccccc1)c1ccccc1', 'O=C(Nc1[s+]c([N-]c2ccccc2)oc1-c1ccccc1)c1ccccc1']",-0.12165499999999999,200
ccccc2)C1=,6,0.11171104077452988,6,5.405405405405405,0.3033642,0.29310864999999997,0.3033642,"['CC1=CC(=O)C(=C2Nc3ccccc3N=C2C)C(=NNc2ccccc2)C1=O', 'COC1=C(Cl)C(=O)C(Cl)=C(Nc2ccccc2)C1=CNc1ccc(Cl)cc1', 'O=C1C(=CNc2ccc(Cl)cc2)C(=O)N(c2ccccc2)C1=Cc1cccc2ccccc12', 'C=C1CC(=S)C(c2ccccc2)=C(c2ccccc2)C1=C', 'CC1CNC(=C2N=[N+]([O-])C(c3ccccc3)=C2C(=O)c2ccccc2)C1=Cc1ccccc1', 'O=C1C(=Cc2ccccc2)C(c2ccccc2)=C(CCc2ccccc2)C1=NNc1ccc([N+](=O)[O-])cc1']",-0.010255550000000002,200
[B-](F)(F),6,0.11171104077452988,6,5.405405405405405,0.3033642,0.49948095,0.2968422,"['C[N+]1=C2C(Cl)=C(Cl)[B-](F)(F)C(=C(Cl)Cl)[N+]2=C2C(Cl)=C(Cl)C(Cl)=C21', 'C=[N+]1C2=[N+](C(=C3c4ccccc4-c4ccccc43)C=C2)[B-](F)(F)c2ccccc21', 'COC(=O)C1=CC2=C(c3ccccc3)c3nccn3[B-](F)(F)[N+]2=C1C', 'F[B-]1(F)C2=C(C=C[N+]2=C2c3cccn3[B-](F)(F)n3cccc32)C(F)(F)C(F)(F)c2cccn21', 'F[B-]1(F)C2=C(c3ccccc3)c3nc4ccccc4n3[B-](F)(F)[N+]2=C(c2ccccc2)c2cccn21', 'C=C1C(C)=[N+]2[B-](F)(F)n3c(Br)ccc3P2(n2c(=O)ccc3ccccc32)=NP(C)(c2ccccc2)=[N+]1c1ccccc1']",0.20263874999999998,200
Nc2ccccc2),6,0.11171104077452988,6,5.405405405405405,0.3033642,0.44915625000000003,0.2745138,"['CC1=CC(=O)C(=C2Nc3ccccc3N=C2C)C(=NNc2ccccc2)C1=O', 'COC1=C(Cl)C(=O)C(Cl)=C(Nc2ccccc2)C1=CNc1ccc(Cl)cc1', 'c1ccc(NN=C2N=NC(=C(c3ccccc3)c3ccc4ccccc4c3)C2=NNc2ccccc2)cc1', 'O=c1oc(-c2cccc(Br)c2C(=NNc2ccccc2)c2c3ccccc3cc3ccccc23)cc2ccccc12', 'F[B-]1(F)N(c2ccccc2)N=C(n2c(-c3ccccc3)nc(-c3ccccc3)nc2=Nc2ccccc2)c2cccn21', 'Cc1cnc(Nc2ccccc2)nc1-n1c2c(sc1=S)C(=Cc1ccccc1)C(c1ccccc1)=C2']",0.17464245000000006,200
2)C(c2cccc,6,0.11171104077452988,5,4.504504504504505,0.3033642,0.3033642,0.30148739999999996,"['COc1c(C#N)c(C#N)c2c(c1C(=O)c1ccccc1)C1(OC(c3ccc(C)cc3)=C2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1', 'Oc1ccccc1C=NN=C1N=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1', 'O=C1C(=Cc2ccccc2)C(c2ccccc2)=C(CCc2ccccc2)C1=NNc1ccc([N+](=O)[O-])cc1', 'O=C1C(=c2[nH]c(=Cc3ccccc3)nc2-c2ccccc2)C(c2ccccc2)=Nc2ccccc2C=Cc2ccccc21', 'O=C1C(C2=C(c3ccccc3)C(c3ccccc3)=C(c3ccccc3)C2=O)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1']",0.0018768000000000118,200
c3ccccc3cc,6,0.11171104077452988,6,5.405405405405405,0.3033642,0.2998107,0.3033642,"['O=c1c(Cc2c3ccccc3cc3ccccc23)c(-c2ccccc2)cc2c3cc(Cl)ccc3c(=Cc3ccccc3)n12', 'c1ccc2c(-c3c4ccccc4cc4cccnc34)c3ccccc3cc2c1', 'O=c1oc(-c2cccc(Br)c2C(=NNc2ccccc2)c2c3ccccc3cc3ccccc23)cc2ccccc12', 'Clc1ccc2c(-c3ccccc3-c3c4ccccc4cc4cc5ccccc5cc34)c3ccccc3cc2c1', 'O=c1c(=CNc2ccc(Cl)cc2)c(=O)n2c(=O)c3ccccc3cc2n1-c1ccccc1', 'S=C1NCc2ccccc2-c2cc3ccccc3cc21']",-0.0035534999999999872,200
cc1)c1cccc,6,0.11171104077452988,6,5.405405405405405,0.3033642,0.23978565,0.3033642,"['C(=C1c2ccccc2C2=c3c(c4ccccc4c4ccccc34)=C2N1c1ccccc1)c1ccccc1', 'O=C1CCN(c2ccccc2)CC1=C(c1ccccc1)c1ccccc1', 'COc1c2c(c3cc4cc(O)c(Cl)cc4n3c1=O)=C(c1ccccc1)c1ccccc1-2', 'OC(c1ccccc1)c1ccccc1-c1cc(Cl)ncn1', 'O=C1C(c2ccccc2)=C(c2ccccc2)C(=Cc2ccccc2)C1(c1ccccc1)c1ccccc1', 'O=C(Nc1[s+]c([N-]c2ccccc2)oc1-c1ccccc1)c1ccccc1']",-0.06357854999999998,200
c1)c1ccccc,6,0.11171104077452988,6,5.405405405405405,0.3033642,0.23978565,0.3033642,"['C(=C1c2ccccc2C2=c3c(c4ccccc4c4ccccc34)=C2N1c1ccccc1)c1ccccc1', 'O=C1CCN(c2ccccc2)CC1=C(c1ccccc1)c1ccccc1', 'COc1c2c(c3cc4cc(O)c(Cl)cc4n3c1=O)=C(c1ccccc1)c1ccccc1-2', 'OC(c1ccccc1)c1ccccc1-c1cc(Cl)ncn1', 'O=C1C(c2ccccc2)=C(c2ccccc2)C(=Cc2ccccc2)C1(c1ccccc1)c1ccccc1', 'O=C(Nc1[s+]c([N-]c2ccccc2)oc1-c1ccccc1)c1ccccc1']",-0.06357854999999998,200
1)c1ccccc1,6,0.11171104077452988,6,5.405405405405405,0.3033642,0.23978565,0.3033642,"['C(=C1c2ccccc2C2=c3c(c4ccccc4c4ccccc34)=C2N1c1ccccc1)c1ccccc1', 'O=C1CCN(c2ccccc2)CC1=C(c1ccccc1)c1ccccc1', 'COc1c2c(c3cc4cc(O)c(Cl)cc4n3c1=O)=C(c1ccccc1)c1ccccc1-2', 'OC(c1ccccc1)c1ccccc1-c1cc(Cl)ncn1', 'O=C1C(c2ccccc2)=C(c2ccccc2)C(=Cc2ccccc2)C1(c1ccccc1)c1ccccc1', 'O=C(Nc1[s+]c([N-]c2ccccc2)oc1-c1ccccc1)c1ccccc1']",-0.06357854999999998,200
Cc1ccccc1),6,0.11171104077452988,6,5.405405405405405,0.3033642,0.36423825,0.2968422,"['Cn1c(-c2ccccc2)c2c(c1=Cc1ccccc1)=C(Nc1ccccc1)C(=O)C2=Cc1ccccc1', 'O=C(c1ccccc1Cl)c1c(-c2ccccc2)n2c(c1=Cc1ccccc1)=NNc1ccccc1-2', 'CC1=CC2=CC(=[S+]C1)C(c1ccccc1)=CC1=C3C(C)=CC(C)=[N+]3C3=C1c1ccccc1[B-]1(O)C=C(O1)C(=C(c1ccccc1)C(=Cc1ccccc1)C1=C2OC1)[B-]3(c1ccc(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F', 'CC(=Cc1ccccc1)[NH+]1C(=O)O[B-]2(OC(=O)c3ccccc32)c2ccccc21', 'O=c1c2c(cc(=Cc3ccccc3)n1Cc1ccccc1)-c1ccccc1C=2Cl', 'Cc1cnc(Nc2ccccc2)nc1-n1c2c(sc1=S)C(=Cc1ccccc1)C(c1ccccc1)=C2']",0.06739604999999999,200
Cc3ccccc3),6,0.11171104077452988,6,5.405405405405405,0.3033642,0.38687249999999995,0.2955965,"['O=c1c(Cc2c3ccccc3cc3ccccc23)c(-c2ccccc2)cc2c3cc(Cl)ccc3c(=Cc3ccccc3)n12', 'Brc1ccc(N=C2C(=Cc3ccccc3)[S+]=C3[N-]N(c4ccc(-c5ccc(-c6ccccc6)cc5)cc4)C(=Nc4ccc(Br)cc4)N23)cc1', 'O=c1c2cccc3cccc(c32)c2c(-c3ccccc3)c(=Cc3ccccc3)n12', 'O=c1c2c(cc(=Cc3ccccc3)n1Cc1ccccc1)-c1ccccc1C=2Cl', 'C1=C(c2ccccc2)C(=C2C(=Cc3ccccc3)c3ccccc3C2=C2c3ccccc3-c3ccccc32)c2ccccc21', 'O=C1C(=c2[nH]c(=Cc3ccccc3)nc2-c2ccccc2)C(c2ccccc2)=Nc2ccccc2C=Cc2ccccc21']",0.09127599999999997,200
