Substructure,Count,Count ratio,Number_of_molecules_with_fragment,Ratio_of_Molecules_with_Fragment,median_score,median_score_fragment,median_score_not_fragment,molecules_with_fragment,diff_median_score,step
2ccccc2)C(,9,0.14483424525265529,9,7.258064516129033,0.48246395,0.2806657,0.4860595,"['[O-][N+]1=C(c2ccccc2)C(c2ccccc2)=C(F)C1=Cc1ccccc1', 'O=C1C(=C(Br)c2ccccc2)C(c2ccccc2)=C(c2ccccc2)[B-]1(C#[O+])c1ccccc1', 'FC1=C(c2ccccc2)C(c2ccccc2)=[N+]2O[B-](F)(F)N3C=CC=CC3=C12', 'O=C1C(=Cc2ccccc2)C(c2ccccc2)=C2C1=C(c1ccc(Br)cc1)c1ccccc12', 'CC1=C(c2ccccc2)C(N)=[N+]2C1=C(c1cccn1C)c1cccn1[B-]2(F)F', 'FC1=C(c2ccccc2)C(c2ccccc2)=[N+]2C1=C(c1c(F)c(F)c(F)c(F)c1F)c1cccn1[B-]2(F)F', 'COc1ccc(C=c2[n-][n+]3c(c2-c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C=3c2ccccc2)cc1', '[O-][N+]1=C(c2ccccc2)c2ccccc2C1=C1C(c2ccccc2)=NN(c2ccccc2)C(Cc2ccccc2)=C1c1ccccc1', 'C[N+]1=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1=c1c2cccc1=C[B-]2(Cl)Cl']",-0.20539379999999996,330
(F)n2cccc2,9,0.14483424525265529,9,7.258064516129033,0.48246395,0.5342598,0.4821746,"['F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccco2)=C2c3ccccc3C(c3cccnc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Br)cc2)=C2C=C(c3ccc(Br)cc3)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(Br)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(Br)(Br)c2ccc(Cl)n21', 'COc1ccc(C2=CC(c3ccco3)=C3C2=C(c2ccc[nH]2)O[B-](F)(F)n2cccc23)cc1', 'F[B-]1(F)n2cccc2C(c2c3ccccc3cc3ccccc23)=c2ccccc2=[N+]1c1c(Cl)cc(Cl)cc1Cl', 'Cc1ccc(-c2nc3c(c(-c4ccc(Cl)cc4)nc4ccccc43)c3[n+]2[B-](F)(F)n2cccc2-3)cc1']",0.05208519999999994,330
C2c3ccccc3,9,0.14483424525265529,9,7.258064516129033,0.48246395,0.5905357,0.4791675,"['N#CC1=[S+]C(=C2c3ccccc3-c3ccccc32)C=C1[O-]', 'F[B-]1(F)n2c(Br)cc(Br)c2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2c(Cl)c(Cl)c(Cl)c2C(c2ccccc2Cl)=C2c3ccccc3C(Cl)=[N+]21', 'F[B-]1(F)n2cc(Br)c(Br)c2C(c2ccc(Br)s2)=C2c3ccccc3C(c3cccs3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)C2=C(c3ccc[nH]3)c3cccn3[B-](F)(F)C2=C2c3ccccc3C(c3ccccc3)=[N+]2c2ccccc21', 'F[B-]1(F)n2cccc2C(c2ccco2)=C2c3ccccc3C(c3cccnc3)=[N+]21', 'C1=Cc2ccccc2C1=c1c2ccccc2c(=C2c3ccccc3Cc3ccccc32)c2ccccc12']",0.11136819999999997,330
2)C(c2cccc,9,0.14483424525265529,9,7.258064516129033,0.48246395,0.2806657,0.4860595,"['[O-][N+]1=C(c2ccccc2)C(c2ccccc2)=C(F)C1=Cc1ccccc1', 'O=C1C(=C(Br)c2ccccc2)C(c2ccccc2)=C(c2ccccc2)[B-]1(C#[O+])c1ccccc1', 'FC1=C(c2ccccc2)C(c2ccccc2)=[N+]2O[B-](F)(F)N3C=CC=CC3=C12', 'ClC1=C(c2ccccn2)C(c2ccccc2)=[n+]2c1c(-c1ccccc1)c1cccn12', 'CC1=C(c2ccc[nH]2)C(c2ccccn2)=C2C1=Cc1cc(Cl)cn1[B-]2(F)F', 'O=C1C(=Cc2ccccc2)C(c2ccccc2)=C2C1=C(c1ccc(Br)cc1)c1ccccc12', 'FC1=C(c2ccccc2)C(c2ccccc2)=[N+]2C1=C(c1c(F)c(F)c(F)c(F)c1F)c1cccn1[B-]2(F)F', 'COc1ccc(C=c2[n-][n+]3c(c2-c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C=3c2ccccc2)cc1', 'C[N+]1=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1=c1c2cccc1=C[B-]2(Cl)Cl']",-0.20539379999999996,330
-]1(F)C2=C,8,0.1287415513356936,8,6.451612903225806,0.48246395,0.4897376,0.48246395,"['F[B-]1(F)C2=C(c3ccco3)c3ccccc3C2=C(c2ccncc2)c2cccn21', 'F[B-]1(F)C2=C(Cl)C(=[N+](c3ccccc3)c3cc4ccccc4n31)C=C(c1ccccc1)C(Br)=C2', 'F[B-]1(F)C2=C(Cl)C(F)(F)c3ccccc3C2=C(c2ccc(-c3ccc(Cl)cc3)cc2)c2ccc(Cl)n21', 'F[B-]1(F)C2=C(Br)C(c3ccccc3)=CC2=C(c2ccc(Br)cc2)c2c(Br)c(Br)c(Br)n21', 'F[B-]1(F)C2=C(c3ccco3)c3cccn3[B-](F)(F)C2=C(c2ccc[nH]2)c2cccn21', 'F[B-]1(F)C2=C(c3ccc[nH]3)c3cccn3[B-](F)(F)C2=C2c3ccccc3C(c3ccccc3)=[N+]2c2ccccc21', 'F[B-]1(F)C2=Cc3c(Br)cc(Br)cc3[N+]2=C(c2ccccn2)c2cccn21', 'F[B-]1(F)C2=C(Br)C(Br)=CC2=C(c2cccnc2)c2ccc(Br)n21']",0.00727365000000002,330
2c3ccccc3C,8,0.1287415513356936,8,6.451612903225806,0.48246395,0.5910215999999999,0.47838635,"['F[B-]1(F)n2c(Br)cc(Br)c2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2c(Cl)c(Cl)c(Cl)c2C(c2ccccc2Cl)=C2c3ccccc3C(Cl)=[N+]21', 'F[B-]1(F)n2cc(Br)c(Br)c2C(c2ccc(Br)s2)=C2c3ccccc3C(c3cccs3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)C2=C(c3ccc[nH]3)c3cccn3[B-](F)(F)C2=C2c3ccccc3C(c3ccccc3)=[N+]2c2ccccc21', 'F[B-]1(F)n2cccc2C(c2ccco2)=C2c3ccccc3C(c3cccnc3)=[N+]21', 'C1=Cc2ccccc2C1=c1c2ccccc2c(=C2c3ccccc3Cc3ccccc32)c2ccccc12']",0.11263524999999991,330
[B-]1(F)C2,8,0.1287415513356936,8,6.451612903225806,0.48246395,0.4897376,0.48246395,"['F[B-]1(F)C2=C(c3ccco3)c3ccccc3C2=C(c2ccncc2)c2cccn21', 'F[B-]1(F)C2=C(Cl)C(=[N+](c3ccccc3)c3cc4ccccc4n31)C=C(c1ccccc1)C(Br)=C2', 'F[B-]1(F)C2=C(Cl)C(F)(F)c3ccccc3C2=C(c2ccc(-c3ccc(Cl)cc3)cc2)c2ccc(Cl)n21', 'F[B-]1(F)C2=C(Br)C(c3ccccc3)=CC2=C(c2ccc(Br)cc2)c2c(Br)c(Br)c(Br)n21', 'F[B-]1(F)C2=C(c3ccco3)c3cccn3[B-](F)(F)C2=C(c2ccc[nH]2)c2cccn21', 'F[B-]1(F)C2=C(c3ccc[nH]3)c3cccn3[B-](F)(F)C2=C2c3ccccc3C(c3ccccc3)=[N+]2c2ccccc21', 'F[B-]1(F)C2=Cc3c(Br)cc(Br)cc3[N+]2=C(c2ccccn2)c2cccn21', 'F[B-]1(F)C2=C(Br)C(Br)=CC2=C(c2cccnc2)c2ccc(Br)n21']",0.00727365000000002,330
B-]1(F)C2=,8,0.1287415513356936,8,6.451612903225806,0.48246395,0.4897376,0.48246395,"['F[B-]1(F)C2=C(c3ccco3)c3ccccc3C2=C(c2ccncc2)c2cccn21', 'F[B-]1(F)C2=C(Cl)C(=[N+](c3ccccc3)c3cc4ccccc4n31)C=C(c1ccccc1)C(Br)=C2', 'F[B-]1(F)C2=C(Cl)C(F)(F)c3ccccc3C2=C(c2ccc(-c3ccc(Cl)cc3)cc2)c2ccc(Cl)n21', 'F[B-]1(F)C2=C(Br)C(c3ccccc3)=CC2=C(c2ccc(Br)cc2)c2c(Br)c(Br)c(Br)n21', 'F[B-]1(F)C2=C(c3ccco3)c3cccn3[B-](F)(F)C2=C(c2ccc[nH]2)c2cccn21', 'F[B-]1(F)C2=C(c3ccc[nH]3)c3cccn3[B-](F)(F)C2=C2c3ccccc3C(c3ccccc3)=[N+]2c2ccccc21', 'F[B-]1(F)C2=Cc3c(Br)cc(Br)cc3[N+]2=C(c2ccccn2)c2cccn21', 'F[B-]1(F)C2=C(Br)C(Br)=CC2=C(c2cccnc2)c2ccc(Br)n21']",0.00727365000000002,330
]1(F)n2ccc,8,0.1287415513356936,8,6.451612903225806,0.48246395,0.5950628,0.47961945,"['F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccco2)=C2c3ccccc3C(c3cccnc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Br)cc2)=C2C=C(c3ccc(Br)cc3)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(Br)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(Br)(Br)c2ccc(Cl)n21', 'F[B-]1(F)n2ccc(Br)c2C(c2ccccc2)=C2C=CC(c3ccccn3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2c3ccccc3cc3ccccc23)=c2ccccc2=[N+]1c1c(Cl)cc(Cl)cc1Cl']",0.11544335,330
]1(F)C2=C(,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.4994038,0.4821746,"['F[B-]1(F)C2=C(c3ccco3)c3ccccc3C2=C(c2ccncc2)c2cccn21', 'F[B-]1(F)C2=C(Cl)C(=[N+](c3ccccc3)c3cc4ccccc4n31)C=C(c1ccccc1)C(Br)=C2', 'F[B-]1(F)C2=C(Cl)C(F)(F)c3ccccc3C2=C(c2ccc(-c3ccc(Cl)cc3)cc2)c2ccc(Cl)n21', 'F[B-]1(F)C2=C(Br)C(c3ccccc3)=CC2=C(c2ccc(Br)cc2)c2c(Br)c(Br)c(Br)n21', 'F[B-]1(F)C2=C(c3ccco3)c3cccn3[B-](F)(F)C2=C(c2ccc[nH]2)c2cccn21', 'F[B-]1(F)C2=C(c3ccc[nH]3)c3cccn3[B-](F)(F)C2=C2c3ccccc3C(c3ccccc3)=[N+]2c2ccccc21', 'F[B-]1(F)C2=C(Br)C(Br)=CC2=C(c2cccnc2)c2ccc(Br)n21']",0.0172292,330
F)n2cccc2C,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.5905357,0.4800714,"['F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccco2)=C2c3ccccc3C(c3cccnc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Br)cc2)=C2C=C(c3ccc(Br)cc3)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(Br)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(Br)(Br)c2ccc(Cl)n21', 'F[B-]1(F)n2cccc2C(c2c3ccccc3cc3ccccc23)=c2ccccc2=[N+]1c1c(Cl)cc(Cl)cc1Cl']",0.11046430000000002,330
2ccccc2)c2,7,0.11264885741873189,6,4.838709677419355,0.48246395,0.17680970000000001,0.48563445,"['O=C1Oc2ccccc2C1=C1c2ccccc2N=C(c2ccccc2)c2ccccc21', 'CCC(=O)N(c1ccccc1)c1c(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c2ccc(C)c(C#N)c12', 'C[B-]1(C)C[N+](=C(N=C(c2ccccc2)c2ccccc2)c2ccccc2)Cc2ccccc21', 'Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)C(c2ccccc2)(c2ccccc2)c2ccc(-c3cc(-c4ccccc4)cc(-c4ccccc4)c3-c3ccccc3)cc2)c(F)c1F', '[O-][N+]1=C(c2ccccc2)c2ccccc2C1=C1C(c2ccccc2)=NN(c2ccccc2)C(Cc2ccccc2)=C1c1ccccc1', 'C(=C1C(=NNc2ccccc2)c2ccccc2C1=NNc1ccccc1)c1ccccc1']",-0.30882475,330
)C(c3ccccc,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.5400007,0.4821746,"['Cc1ccc2n1[B-](F)(F)[N+]1=C(c3ccccc3)C(c3ccccc3)=CC1=C2c1ccncc1', 'F[B-]1(F)C2=C(Br)C(c3ccccc3)=CC2=C(c2ccc(Br)cc2)c2c(Br)c(Br)c(Br)n21', 'F[B-]1(F)n2cccc2C(c2ccc(Br)cc2)=C2C=C(c3ccc(Br)cc3)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(Br)C(c3ccccc3)=[N+]21', 'COc1ccc(C([O-])=C2N=C(c3ccccc3)C(c3ccccc3)=[S+]2)cc1', 'ClC1=CC(=C2N=C(c3ccccc3)C(c3ccccc3)=C2c2ccccc2)B(Br)N1c1cccc(Br)c1', 'F[B-]1(F)n2c(Br)ccc2C(c2ccc(Br)cc2)=C2C=C(c3ccc(Cl)c(Cl)c3)C(c3ccccc3)=[N+]21']",0.05782609999999999,330
ccccc2)c2c,7,0.11264885741873189,6,4.838709677419355,0.48246395,0.17680970000000001,0.48563445,"['O=C1Oc2ccccc2C1=C1c2ccccc2N=C(c2ccccc2)c2ccccc21', 'CCC(=O)N(c1ccccc1)c1c(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c2ccc(C)c(C#N)c12', 'C[B-]1(C)C[N+](=C(N=C(c2ccccc2)c2ccccc2)c2ccccc2)Cc2ccccc21', 'Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)C(c2ccccc2)(c2ccccc2)c2ccc(-c3cc(-c4ccccc4)cc(-c4ccccc4)c3-c3ccccc3)cc2)c(F)c1F', '[O-][N+]1=C(c2ccccc2)c2ccccc2C1=C1C(c2ccccc2)=NN(c2ccccc2)C(Cc2ccccc2)=C1c1ccccc1', 'C(=C1C(=NNc2ccccc2)c2ccccc2C1=NNc1ccccc1)c1ccccc1']",-0.30882475,330
c3)=[N+]21,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.5922711,0.4800714,"['F[B-]1(F)n2cccc2C(c2ccco2)=C2c3ccccc3C(c3cccnc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Br)cc2)=C2C=C(c3ccc(Br)cc3)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(Br)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cc(Br)cc2C(c2ccccn2)=C2C=CC(c3ccc(Oc4ccc(Cl)cc4)cc3)=[N+]21', 'F[B-]1(F)n2c(cc(Cl)c2Cl)C(c2ccc[nH]2)=C2C=C(Cl)C(c3ccncc3)=[N+]21', 'F[B-]1(F)n2c(Br)ccc2C(c2ccc(Br)cc2)=C2C=C(c3ccc(Cl)c(Cl)c3)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cc(Cl)cc2C(c2ccccc2)=C2C=CC(c3ccccc3)=[N+]21']",0.11219970000000007,330
c3ccccc3C(,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.5915075,0.4776052,"['F[B-]1(F)n2c(Br)cc(Br)c2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2c(Cl)c(Cl)c(Cl)c2C(c2ccccc2Cl)=C2c3ccccc3C(Cl)=[N+]21', 'F[B-]1(F)n2cc(Br)c(Br)c2C(c2ccc(Br)s2)=C2c3ccccc3C(c3cccs3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)C2=C(c3ccc[nH]3)c3cccn3[B-](F)(F)C2=C2c3ccccc3C(c3ccccc3)=[N+]2c2ccccc21', 'F[B-]1(F)n2cccc2C(c2ccco2)=C2c3ccccc3C(c3cccnc3)=[N+]21']",0.11390229999999996,330
cccc2)c2cc,7,0.11264885741873189,6,4.838709677419355,0.48246395,0.17680970000000001,0.48563445,"['O=C1Oc2ccccc2C1=C1c2ccccc2N=C(c2ccccc2)c2ccccc21', 'CCC(=O)N(c1ccccc1)c1c(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c2ccc(C)c(C#N)c12', 'C[B-]1(C)C[N+](=C(N=C(c2ccccc2)c2ccccc2)c2ccccc2)Cc2ccccc21', 'Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)C(c2ccccc2)(c2ccccc2)c2ccc(-c3cc(-c4ccccc4)cc(-c4ccccc4)c3-c3ccccc3)cc2)c(F)c1F', '[O-][N+]1=C(c2ccccc2)c2ccccc2C1=C1C(c2ccccc2)=NN(c2ccccc2)C(Cc2ccccc2)=C1c1ccccc1', 'C(=C1C(=NNc2ccccc2)c2ccccc2C1=NNc1ccccc1)c1ccccc1']",-0.30882475,330
ccc2)c2ccc,7,0.11264885741873189,6,4.838709677419355,0.48246395,0.17680970000000001,0.48563445,"['O=C1Oc2ccccc2C1=C1c2ccccc2N=C(c2ccccc2)c2ccccc21', 'CCC(=O)N(c1ccccc1)c1c(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c2ccc(C)c(C#N)c12', 'C[B-]1(C)C[N+](=C(N=C(c2ccccc2)c2ccccc2)c2ccccc2)Cc2ccccc21', 'Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)C(c2ccccc2)(c2ccccc2)c2ccc(-c3cc(-c4ccccc4)cc(-c4ccccc4)c3-c3ccccc3)cc2)c(F)c1F', '[O-][N+]1=C(c2ccccc2)c2ccccc2C1=C1C(c2ccccc2)=NN(c2ccccc2)C(Cc2ccccc2)=C1c1ccccc1', 'C(=C1C(=NNc2ccccc2)c2ccccc2C1=NNc1ccccc1)c1ccccc1']",-0.30882475,330
1=C(c2cccc,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.3791326,0.4852094,"['[O-][N+]1=C(c2ccccc2)C(c2ccccc2)=C(F)C1=Cc1ccccc1', 'FC1=C(c2ccccc2)C(c2ccccc2)=[N+]2O[B-](F)(F)N3C=CC=CC3=C12', 'ClC1=C(c2ccccn2)C(c2ccccc2)=[n+]2c1c(-c1ccccc1)c1cccn12', 'CC1=C(c2ccccc2)C(N)=[N+]2C1=C(c1cccn1C)c1cccn1[B-]2(F)F', 'FC1=C(c2ccccc2)C(c2ccccc2)=[N+]2C1=C(c1c(F)c(F)c(F)c(F)c1F)c1cccn1[B-]2(F)F', '[O-][N+]1=C(c2ccccc2)c2ccccc2C1=C1C(c2ccccc2)=NN(c2ccccc2)C(Cc2ccccc2)=C1c1ccccc1', 'C[N+]1=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1=c1c2cccc1=C[B-]2(Cl)Cl']",-0.10607680000000003,330
cc3)=[N+]2,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.5922711,0.4800714,"['F[B-]1(F)C2=C(c3ccc[nH]3)c3cccn3[B-](F)(F)C2=C2c3ccccc3C(c3ccccc3)=[N+]2c2ccccc21', 'F[B-]1(F)n2cccc2C(c2ccc(Br)cc2)=C2C=C(c3ccc(Br)cc3)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(Br)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cc(Br)cc2C(c2ccccn2)=C2C=CC(c3ccc(Oc4ccc(Cl)cc4)cc3)=[N+]21', 'F[B-]1(F)n2c(cc(Cl)c2Cl)C(c2ccc[nH]2)=C2C=C(Cl)C(c3ccncc3)=[N+]21', 'F[B-]1(F)n2c(Br)ccc2C(c2ccc(Br)cc2)=C2C=C(c3ccc(Cl)c(Cl)c3)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cc(Cl)cc2C(c2ccccc2)=C2C=CC(c3ccccc3)=[N+]21']",0.11219970000000007,330
)c2ccccc2C,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.5043334,0.4800714,"['Cc1ccc(C2=[N+]3C(=C(C4=Cc5ccccc5C4=O)c4cccn4[B-]2(F)F)c2ccccc2C3(F)F)cc1', 'F[B-]1(F)c2ccccc2C(=c2ccc(=C3c4ccccc4-c4ccccc43)o2)c2cccn21', 'COc1ccc(-c2cc3n(c2)[B-](F)(F)c2ccccc2C3=C2C=CC(c3ccccc3)=C2)cc1', 'Nc1ccccc1NC1=C(Cl)C(=O)c2ccccc2C1=O', 'F[B-]1(F)c2ccccc2C(=Cc2ccc(Br)o2)c2cc(Cl)c(Cl)n21', '[O-][N+]1=C(c2ccccc2)c2ccccc2C1=C1C(c2ccccc2)=NN(c2ccccc2)C(Cc2ccccc2)=C1c1ccccc1', 'C(=C1C(=NNc2ccccc2)c2ccccc2C1=NNc1ccccc1)c1ccccc1']",0.02426200000000006,330
)n2cccc2C(,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.5905357,0.4800714,"['F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccco2)=C2c3ccccc3C(c3cccnc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Br)cc2)=C2C=C(c3ccc(Br)cc3)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(Br)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(Br)(Br)c2ccc(Cl)n21', 'F[B-]1(F)n2cccc2C(c2c3ccccc3cc3ccccc23)=c2ccccc2=[N+]1c1c(Cl)cc(Cl)cc1Cl']",0.11046430000000002,330
cccc2C(c2c,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.5905357,0.4800714,"['F[B-]1(F)n2cccc2C(c2ccc(Cl)cc2)=C2c3ccccc3C(Br)=[N+]21', 'O=C1c2ccccc2C(c2ccccc2)=c2c3ccccc3c(=C[O-])c(-c3cccc4ccccc34)[n+]21', 'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2c3ccccc3C(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccco2)=C2c3ccccc3C(c3cccnc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(Br)cc2)=C2C=C(c3ccc(Br)cc3)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(Br)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2c3ccccc3cc3ccccc23)=c2ccccc2=[N+]1c1c(Cl)cc(Cl)cc1Cl']",0.11046430000000002,330
ccccc2)C(c,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.2678534,0.4860595,"['[O-][N+]1=C(c2ccccc2)C(c2ccccc2)=C(F)C1=Cc1ccccc1', 'O=C1C(=C(Br)c2ccccc2)C(c2ccccc2)=C(c2ccccc2)[B-]1(C#[O+])c1ccccc1', 'FC1=C(c2ccccc2)C(c2ccccc2)=[N+]2O[B-](F)(F)N3C=CC=CC3=C12', 'O=C1C(=Cc2ccccc2)C(c2ccccc2)=C2C1=C(c1ccc(Br)cc1)c1ccccc12', 'FC1=C(c2ccccc2)C(c2ccccc2)=[N+]2C1=C(c1c(F)c(F)c(F)c(F)c1F)c1cccn1[B-]2(F)F', 'COc1ccc(C=c2[n-][n+]3c(c2-c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C=3c2ccccc2)cc1', 'C[N+]1=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1=c1c2cccc1=C[B-]2(Cl)Cl']",-0.21820609999999996,330
c2)C(c2ccc,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.2678534,0.4860595,"['[O-][N+]1=C(c2ccccc2)C(c2ccccc2)=C(F)C1=Cc1ccccc1', 'O=C1C(=C(Br)c2ccccc2)C(c2ccccc2)=C(c2ccccc2)[B-]1(C#[O+])c1ccccc1', 'FC1=C(c2ccccc2)C(c2ccccc2)=[N+]2O[B-](F)(F)N3C=CC=CC3=C12', 'O=C1C(=Cc2ccccc2)C(c2ccccc2)=C2C1=C(c1ccc(Br)cc1)c1ccccc12', 'FC1=C(c2ccccc2)C(c2ccccc2)=[N+]2C1=C(c1c(F)c(F)c(F)c(F)c1F)c1cccn1[B-]2(F)F', 'COc1ccc(C=c2[n-][n+]3c(c2-c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C=3c2ccccc2)cc1', 'C[N+]1=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1=c1c2cccc1=C[B-]2(Cl)Cl']",-0.21820609999999996,330
cc2)C(c2cc,7,0.11264885741873189,7,5.64516129032258,0.48246395,0.2678534,0.4860595,"['[O-][N+]1=C(c2ccccc2)C(c2ccccc2)=C(F)C1=Cc1ccccc1', 'O=C1C(=C(Br)c2ccccc2)C(c2ccccc2)=C(c2ccccc2)[B-]1(C#[O+])c1ccccc1', 'FC1=C(c2ccccc2)C(c2ccccc2)=[N+]2O[B-](F)(F)N3C=CC=CC3=C12', 'O=C1C(=Cc2ccccc2)C(c2ccccc2)=C2C1=C(c1ccc(Br)cc1)c1ccccc12', 'FC1=C(c2ccccc2)C(c2ccccc2)=[N+]2C1=C(c1c(F)c(F)c(F)c(F)c1F)c1cccn1[B-]2(F)F', 'COc1ccc(C=c2[n-][n+]3c(c2-c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C=3c2ccccc2)cc1', 'C[N+]1=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1=c1c2cccc1=C[B-]2(Cl)Cl']",-0.21820609999999996,330
