Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
c1ccc(-c2ccccc2-c2ccccc2)cc1,4,4,170,170,1,[170],0.0015186,0.0015186,0.0015186,[0.0015186],-0.2089767,-0.2089767,-0.2089767,[-0.2089767],4,4,4.0,4,[4],{'O=C(c1ccccc1)c1c(SSc2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2)cccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1'},1,1.0
c1ccc(-c2ccccc2-c2ccccc2-c2ccccc2)cc1,4,4,170,170,1,[170],0.0015186,0.0015186,0.0015186,[0.0015186],-0.2089767,-0.2089767,-0.2089767,[-0.2089767],2,2,2.0,2,[2],{'O=C(c1ccccc1)c1c(SSc2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2)cccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1'},1,1.0
c1ccc(-c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2)cc1,6,6,170,170,1,[170],0.0015186,0.0015186,0.0015186,[0.0015186],-0.2089767,-0.2089767,-0.2089767,[-0.2089767],2,2,2.0,2,[2],{'O=C(c1ccccc1)c1c(SSc2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2)cccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1'},1,1.0
c1ccc(C(c2ccccc2)c2cccc3ccccc23)cc1,5,5,120,120,1,[120],0.172341,0.172341,0.172341,[0.172341],0.0543590999999999,0.0543590999999999,0.0543590999999999,[0.0543590999999999],1,1,1.0,1,[1],"{'C(=NN=Cc1ccc(N(c2ccccc2)c2ccccc2)c2ccccc12)c1ccc2ccccc2c1', 'Cc1cccc(P(c2ccccc2)c2ccccc2)c1P(c1ccccc1)c1c(Pc2ccccc2)ccc2c(C)cccc12'}",2,1.0
c1ccc(C(c2ccccc2)c2ccccc2)cc1,69,8,290,10,13,"[10, 40, 60, 90, 120, 140, 160, 170, 200, 220, 230, 280, 290]",0.4056689,0.01046325,0.23252201153846153,"[0.01046325, 0.0286709, 0.0706884, 0.3684819, 0.0457821, 0.2532961, 0.3745578, 0.3650616, 0.362504, 0.0370081, 0.4056689, 0.3358879, 0.3647152]",0.3147694,-0.31162015,0.014513473076923076,"[0.01018855, 0.0154572999999999, 0.0468733, 0.3147694, -0.0774826, 0.0773011, 0.1295655, 0.15533235, 0.0591398, -0.31162015, 0.0113401, -0.1348815, -0.1073079999999999]",4,1,1.8461538461538463,24,"[1, 4, 4, 2, 3, 1, 1, 1, 1, 1, 2, 1, 2]","{'c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)c4occc4[n+]3-c3ccccc3)cc2)cc1', 'F[B-]1(F)n2cccc2C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=C2C=CC=[N+]21', 'F[B-]1(F)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)C(=C(c3ccccc3)c3cccn31)c1ccccc12', 'C1=C(c2ccccc2)C=C(c2ccccc2)C1=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1-c1ccccc1', 'Cc1cccc(P(c2ccccc2)c2ccccc2)c1P(c1ccccc1)c1c(Pc2ccccc2)ccc2c(C)cccc12', 'C(C=Nc1cccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1)=Nc1ccccc1', 'O=C(c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1', 'Cc1c(C2OC(=O)c3ccccc32)cccc1C(c1ccccc1)c1ccccc1', 'c1ccc(C2(c3ccccc3)C(c3c4ccccc4cc4ccccc34)=Nc3ccccc32)cc1', '[BH3-][Si](c1ccccc1)(c1ccccc1)c1ccccc1C1=NN=C2C=CC=[N+]21', 'F[B-]1(F)N=c2oc(-c3ccccc3)cc2=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2cccn21', 'Cc1cccc(N(c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)[nH]2)c2cc(C)cc(C)c2C)c1', 'COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=Nc1ccccc1N=Nc1ccccc1OC', 'Brc1ccc2c(C=Nc3ccccc3P(c3ccccc3)c3ccccc3)c(Br)ccc2c1', 'c1ccc(-c2c3ccc4ccc5ccccc(c3cc3cccc(N(c6ccccc6)c6ccccc6P(c6ccccc6)c6ccccc6)c23)c54)cc1', 'CC1=NN(c2ccccc2)C(=O)C1=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1', 'c1ccc(-c2ccc(P(c3ccccc3)c3ccccc3)cc2)cc1', 'C1=C(N=Nc2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=NNc2ccccc2)c2ccccc21', 'CN(C(=Nc1ccc(C(C#N)=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccccc1)c1ccccc1', 'O=C1C(Cl)=C2C(=c3c2c(-c2ccc(N(c4ccccc4)c4ccccc4)c(F)c2F)sc3=C2Sc3ccccc3S2)c2c(F)c(F)c(F)c(F)c21', 'O=c1c(=Cc2ccc(O)cc2)c(=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)oc2ccccc12', 'C1=CC(=C(Cc2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)C=C1', 'Cc1cc(C)c(B(c2cccc(P(c3ccccc3)c3ccccc3)c2)c2c(C)cc(C)cc2C)c(C)c1', 'Fc1c(F)c(F)c(B(c2ccc(-c3cccc(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)c3)cc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F', 'c1ccc(N=C2N=C(N(c3ccccc3)C(c3ccccc3)(c3ccccc3)c3ccccc3)c3ccccc32)cc1', 'c1ccc(N(c2ccccc2)c2ccc(-c3[n-]c4ccccc4[s+]3)cc2)cc1', 'Fc1cccc2nc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc12', 'Cc1cc(C)c([N+]2=C3C=CC2=C(c2ccc(N(c4ccc(F)cc4)c4ccc(F)cc4)cc2)c2cccn2[B-]3(F)F)c(C)c1'}",28,4.0
c1ccc(C2CC2)cc1,5,5,20,20,1,[20],0.00126135,0.00126135,0.00126135,[0.00126135],-0.0001694,-0.0001694,-0.0001694,[-0.0001694],1,1,1.0,1,[1],"{'O=C(C1CC1c1ccccc1)N1CCCC1C1CN1', 'COC(=O)C1(c2ccc(C(F)(F)F)cc2)CO1'}",2,1.0
c1ccc(C2CCCC2)cc1,6,6,10,10,1,[10],7.65e-05,7.65e-05,7.65e-05,[7.65e-05],-0.0003236,-0.0003236,-0.0003236,[-0.0003236],2,2,2.0,2,[2],"{'CCC(C)(B1OC(C2(c3ccccc3)N(Cc3ccccc3)CCN2c2ccccc2)=Cc2ccccc21)c1ccccc1', 'N#CC1CCC(c2ccccc2)O1'}",2,1.0
c1ccc(C2CCCc3ccccc32)cc1,5,5,70,70,1,[70],0.041555,0.041555,0.041555,[0.041555],0.0072434,0.0072434,0.0072434,[0.0072434],1,1,1.0,1,[1],"{'CN1c2ccccc2C(c2ccc([N+](=O)[O-])cc2)N(C)C1c1ccccc(O)c1=O', 'CCN(C)c1ccc(CN2Cc3ccccc3B(c3ccccc3)N2Cc2ccccc2)cc1'}",2,1.0
c1ccc(C2CCc3ccccc3C2)cc1,4,4,10,10,1,[10],0.0050805,0.0050805,0.0050805,[0.0050805],0.0048058,0.0048058,0.0048058,[0.0048058],1,1,1.0,1,[1],"{'Clc1cccc(C2COc3c(Cl)c(Cl)c(Cl)c(Cl)c3O2)c1', 'Cc1ccc(S(=O)(=O)N2c3ccccc3CC(C)C2c2ccccc2C)cc1'}",2,1.0
c1ccc(CC2CC2)cc1,5,5,10,10,1,[10],0.00123115,0.00123115,0.00123115,[0.00123115],0.00085955,0.00085955,0.00085955,[0.00085955],2,2,2.0,2,[2],"{'O=C1N(c2ccccc2)CCN1C1CC1Oc1ccc(F)cc1', 'CCOP(=O)(OCC)C(c1ccccc1)C1C(C(C)=O)C1c1ccccc1'}",2,1.0
c1ccc(CC2CCCCC2)cc1,4,4,40,40,1,[40],0.0044895,0.0044895,0.0044895,[0.0044895],-0.0099122,-0.0099122,-0.0099122,[-0.0099122],5,5,5.0,5,[5],"{'Cc1coc(C2CN(Cc3ccccc3)CCN2S(=S(#[N+][N-2])c2ccc(Cl)cc2)C(F)(F)F)c1', 'Oc1ccc(CN2CCOCC2)cc1-c1ccccc1'}",2,1.0
c1ccc(CC2CCc3ccccc3C2)cc1,4,4,70,70,1,[70],0.0,0.0,0.0,[0.0],-0.0345933499999999,-0.0345933499999999,-0.0345933499999999,[-0.0345933499999999],1,1,1.0,1,[1],{'CCN(C)c1ccc(CN2Cc3ccccc3B(c3ccccc3)N2Cc2ccccc2)cc1'},1,1.0
c1ccc(CCC2CCCCC2)cc1,4,4,10,10,1,[10],0.0,0.0,0.0,[0.0],-0.00038585,-0.00038585,-0.00038585,[-0.00038585],1,1,1.0,1,[1],{'CP1COCC1C(=O)N1C(=O)c2ccccc2C1CC1C(CCc2ccccc2)CCCC1O[Si](C)(C)C(C)(C)C'},1,1.0
c1ccc(CCCc2ccccc2)cc1,5,5,10,10,1,[10],0.0,0.0,0.0,[0.0],-0.00038585,-0.00038585,-0.00038585,[-0.00038585],6,6,6.0,6,[6],"{'CC(=O)Nc1ccc2ccccc2c1Cc1ccc(O)c(CN(Cc2ccccn2)Cc2ccccn2)c1O', 'CC(c1ccccc1)N1C(=O)C2CC1C1C3CC(C23)C1N(Cc1ccccc1)Cc1ccccc1', 'COc1ccc(OC2C(=O)c3ccccc3C=C2c2ccccc2)cc1CN(Cc1ccccc1)Cc1ccccc1'}",3,1.0
c1ccc(CCc2ccccc2)cc1,10,6,110,10,2,"[10, 110]",0.0424116,0.00386745,0.023139525,"[0.00386745, 0.0424116]",0.00349585,-0.11336245,-0.054933300000000004,"[0.00349585, -0.11336245]",13,6,9.5,19,"[6, 13]","{'Clc1ccc(COc2cccc(COc3ccccc3-c3cnn[nH]3)c2)cc1', 'COc1ccc(NCc2ccccn2)cc1', 'CCC(C)(B1OC(C2(c3ccccc3)N(Cc3ccccc3)CCN2c2ccccc2)=Cc2ccccc21)c1ccccc1', 'O=[N+]([O-])c1cccc(NNc2ccccc2)c1-c1ccccc1'}",4,2.1666666666666665
c1ccc(Cc2cccc3ccccc23)cc1,8,4,150,90,2,"[90, 150]",0.2331225499999999,0.1407730999999999,0.1869478249999999,"[0.1407730999999999, 0.2331225499999999]",0.0870605999999999,0.0222721499999999,0.054666374999999906,"[0.0870605999999999, 0.0222721499999999]",2,2,2.0,4,"[2, 2]","{'O=[N+]([O-])c1ccc(Nc2cccc3ccc(O)cc23)c([N+](=O)[O-])c1', 'Fc1ccc(-c2nccc3cc(Sc4ccccc4)nc(Nc4ccccc4)c23)cc1', 'Oc1cccc2c(C=NNc3ccccc3Cl)c(Nc3ccccc3)nc(Nc3ccccc3)c12', 'COc1ccc2cccc(Nc3ccccc3C(=O)c3ccccc3)c2c1'}",4,1.0
c1ccc(Cc2ccccc2)cc1,103,11,340,10,18,"[10, 20, 40, 50, 60, 80, 90, 100, 110, 120, 140, 150, 160, 170, 180, 200, 210, 340]",0.4819752,0.00224835,0.1416759138888889,"[0.0032356, 0.0071905, 0.0821377, 0.00224835, 0.06344615, 0.11633945, 0.1978325, 0.0323388, 0.0734803, 0.13223555, 0.05504485, 0.0299957, 0.2256039, 0.0936431, 0.3952031, 0.34416255, 0.21405315, 0.4819752]",0.14412,-0.1916146,-0.012036355555555545,"[0.00291245, 0.0063777, 0.0704636499999999, -0.02307305, 0.03996875, 0.04622675, 0.14412, -0.07332115, -0.08229375, 0.01425365, -0.12972765, -0.1916146, -0.0233367999999999, -0.1201243999999999, 0.1416763499999999, 0.04732035, -0.0612635499999999, -0.0252190999999999]",29,9,20.72222222222222,373,"[9, 9, 23, 17, 15, 25, 17, 22, 23, 18, 22, 29, 27, 17, 17, 28, 28, 27]","{'C[O+]=[B-](C#[O+])c1c(C)c(C)cc(C)c1-c1ccccc1B(O)c1c(C)cc(C)cc1C', 'Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3c4ccccc4cc4ccccc34)cc2)cc1', 'Cc1ccccc1[Si](F)(F)c1ccccc1[B-](F)(F)F', 'c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccccn4)c4occc4[n+]3-c3ccccc3)cc2)cc1', 'C1=Nc2c(ccc3ccccc23)N(c2c3ccccc3cc3ccccc23)C1=C1Sc2ccccc2N1c1ccccc1Sc1ccccc1', 'O=C1C(=Cc2ccccc2Nc2ccccc2)C(=Cc2ccccc2)c2ccccc21', 'OC(c1ccccc1)c1ccccc1-c1cc(Cl)ncn1', 'C1=C(c2ccccc2)C=C(c2ccccc2)C1=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1-c1ccccc1', 'Cc1cccc(N=Cc2cc(N=Nc3ccccc3)ccc2Oc2ccccc2)n1', 'CCCCn1nc(-c2ccccc2)c(-c2ccccc2)c1-c1ccc(Nc2ccccc2)cc1', 'c1ccc(C(=C(c2ccccc2)c2c3ccccc3c3c4c5cccc4c3c2cc5)c2ccccc2)cc1', 'O=C(ON=C1c2ccccc2-c2ccccc21)Oc1ccccc1-c1cccc2cccc(N=C(c3ccccc3)c3ccccc3)c12', 'CN(c1ccc(N(c2ccc(C=O)cc2)c2ccc3ccccc3c2)cc1)c1ccccn1', 'Cc1cccc(P(c2ccccc2)c2ccccc2)c1P(c1ccccc1)c1c(Pc2ccccc2)ccc2c(C)cccc12', 'c1ccc(-c2ccccc2-c2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3c3ccccc23)cc1', 'O=C1NCc2ccc(cc2)-c2ccccc2-c2ccccc2-c2cc(c(N(c3ccccc3)c3ccccc3)c3c2C(=O)c2ccccc2-3)-c2cccc1c2', 'Cc1cccc(Cc2ccccc2C(=NCc2ccccc2)c2ccccc2Br)n1', 'c1ccc(C(=C(c2ccccc2)c2cnc3ccccc3c2-c2ccccc2)c2ccccc2)cc1', 'COc1ccc(C=C2C=C(c3ccc(Oc4ccccc4)cc3)C(c3ccc(Br)cc3)=C2c2ccc(Br)cc2)cc1OC', 'CC(C)(C)[Si](OC1C2OC(=O)C(O2)C2OCOC12)(c1ccccc1)c1ccccc1', 'Cc1cnc(Nc2ccccc2)nc1-n1c2c(sc1=S)C(=Cc1ccccc1)C(c1ccccc1)=C2', 'O=[N+]([O-])c1ccc(Nc2ccccc2)c(Br)c1', 'COC(=O)C1(C23CCCC2Nc2ccccc23)NC(c2ccccc2)c2ccccc21', 'O=C(c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1', 'O=C1C(c2ccccc2)=C2C(c3ccccc3)=C3CC4=C(C(N(c5ccccc5)c5ccccc5)=Cc5nc6ccccc6c4c5-c4ccccc4)N(c4ccccc4)C132', 'Cc1c(C2OC(=O)c3ccccc32)cccc1C(c1ccccc1)c1ccccc1', 'O=C1C(C2=C(c3ccccc3)c3ccccc3C2=O)=CC(=CNc2ccccc2)c2ccc([N+](=O)[O-])cc21', 'Cc1cccc(Nc2ccccc2)c1C(=NCl)c1cnccn1', 'CC(=C(c1ccccc1)c1ccccc1)c1ccc(C(C)=c2ccc3c(-c4ccccc4)c(=C4c5ccccc5-c5ccccc54)c(-c4ccccc4)c(-c4ccccc4)c3c2)cc1', 'C1=Cc2cc3ccccc3cc2-c2ccc3c(C=C(c4ccccc4)c4ccccc4)ccc2c3=C1', 'O=C1c2ccccc2C(=O)c2c1c(-c1ccccc1)cn2-c1ccccc1C(=C(c1ccccc1)c1ccccc1)c1ccccc1', 'c1ccc(C2=C(N(c3ccccc3)c3ccccc3)C3(c4ccccc42)c2ccccc2-c2ccccc23)cc1', 'C[Si](C)(C)C#P(c1ccccc1)c1ccccc1', 'Fc1ccc(C2=C3C(=C(c4ccc(Oc5ccc(C6OCCO6)cc5)cc4)c4cc(Cl)cn4[B-]3(F)F)c3cc(Cl)ccc32)cc1', 'c1ccc(CC2(C(c3ccccc3)c3ccccc3)CCCN(c3ccccc3)O2)cc1', 'Cc1cccc(N(c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)[nH]2)c2cc(C)cc(C)c2C)c1', 'COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=Nc1ccccc1N=Nc1ccccc1OC', 'CCc1c(C=O)cc(Cc2ccccc2)c(Cc2ccccc2)c1CC', 'c1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1', 'c1ccc(-c2c3ccc4ccc5ccccc(c3cc3cccc(N(c6ccccc6)c6ccccc6P(c6ccccc6)c6ccccc6)c23)c54)cc1', 'Brc1ccc2c(C=Nc3ccccc3P(c3ccccc3)c3ccccc3)c(Br)ccc2c1', 'C1=C(Nc2ccccc2)C(N=C(c2ccccc2)c2ccccc2)=NC1=Nc1ccccc1', 'COC(=O)c1c(Cc2cccc(Cc3ccccc3)c2)ccc2ccc3ccc(OC)cc3c12', 'CC1=NN(c2ccccc2)C(=O)C1=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1', 'CN1C(=O)C(c2ccccc2Nc2ccc(Br)cc2)=[N+]2C1=C(c1ccncc1)c1cccnc1[B-]2(F)F', 'COc1ccc(N(c2ccccc2[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1', 'O=C1C(Cl)=C(N(c2ccccc2)c2ccccc2)c2ccccc2C1=C1C(=O)c2ccccc2-c2ccccc21', 'CN(C(=Nc1ccc(C(C#N)=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccccc1)c1ccccc1', 'Cc1cnc(Br)c(C(O)c2ccccc2)c1C=NNc1ccc(Br)cn1', 'C(=NNc1cccc2ccccc12)c1ccc(Nc2ccccc2)cc1', 'c1ccc(-c2cccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1', 'O=C1C(Cl)=C2C(=c3c2c(-c2ccc(N(c4ccccc4)c4ccccc4)c(F)c2F)sc3=C2Sc3ccccc3S2)c2c(F)c(F)c(F)c(F)c21', 'Fc1ccc(CNc2ccc(Oc3ccccc3)cc2)cc1', 'Fc1c(F)c(F)c(B(c2ccccc2C23N=N[NH+]2[B-](c2ccccc2)(c2ccccc2)c2ccccc2-c2ccccc23)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F', 'Oc1ccc(Sc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1', 'CCOc1ccccc1C1C(c2ccc(OC)cc2)C12C(=O)N(C(c1ccccc1)c1ccccc1)c1ccccc12', 'C(=NN=Cc1ccc(N(c2ccccc2)c2ccccc2)c2ccccc12)c1ccc2ccccc2c1', 'CN(C)c1cccc2ccc(N(c3ccccc3)c3ccccc3)c(C#N)c12', 'c1ccc(C(=C(c2ccccc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccccc2)cc1', 'Cc1ccc(N=Nc2cccc(Oc3ccc(C=Nc4ccc(N=Nc5ccc(N(C)C)cc5)cc4)cc3)c2)nc1', 'C1=CC(=C(Cc2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)C=C1', 'c1ccc(C2=C(c3ccccc3)C2=C2C(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)=C(c3ccccc3)c3ccccc32)cc1', 'c1ccc(N=Nc2ccc(Cc3ccc(N=Nc4ccccc4)cc3)cc2)cc1', 'Cc1cc(C)c(B(c2cccc(P(c3ccccc3)c3ccccc3)c2)c2c(C)cc(C)cc2C)c(C)c1', 'Fc1c(F)c(F)c(B(c2ccc(-c3cccc(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)c3)cc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F', 'c1ccc(C(=C(c2ccccc2)c2cc3ccc2CCc2ccc(cc2)CC3)c2ccccc2)cc1', 'Cc1cccc(N=C2N=C(c3ccccc3)C(=Cc3ncccc3C=C(c3ccccc3)c3ccccc3)OC2(C)C)c1', 'N#[N+]c1c([N+](=O)[O-])c(-c2conc2-c2c3ccccc3cc3ccccc23)c(-c2cccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)c2)c2[nH]c3ccccc3c12'}",68,3.2222222222222223
c1ccc2c(-c3c4ccccc4c(-c4c(-c5c6ccccc6cc6ccccc56)ccc5ccccc45)c4ccccc34)cccc2c1,4,4,220,220,1,[220],0.4480132,0.4480132,0.4480132,[0.4480132],0.1020443999999999,0.1020443999999999,0.1020443999999999,[0.1020443999999999],1,1,1.0,1,[1],{'c1ccc2c(N=Nc3ccc4ccccc4c3-c3c4ccccc4c(-c4c(-c5c6ccccc6cc6ccccc56)ccc5ccccc45)c4ccccc34)cccc2c1'},1,1.0
c1ccc2c(-c3c4ccccc4cc4ccccc34)cccc2c1,16,4,290,140,4,"[140, 220, 260, 290]",0.4416870499999999,0.17988525,0.35937916249999996,"[0.17988525, 0.38513465, 0.4308096999999999, 0.4416870499999999]",0.0383038,-0.03589545,0.006151424999999974,"[-0.00487455, 0.0383038, 0.0270718999999999, -0.03589545]",2,2,1.75,7,"[2, 2, 2, 1]","{'c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2ccc3ccccc3c2-c2c3ccccc3cc3ccccc23)cc1', 'c1ccc(-c2cc(-c3cccc4ccccc34)c(-c3c4ccccc4cc4ccccc34)c3ccccc23)cc1', 'Cc1cc(-c2c3ccccc3cc3ccccc23)c2ccccc2c1-c1ccccc1', 'c1ccc2c(N=Nc3ccc4ccccc4c3-c3c4ccccc4c(-c4c(-c5c6ccccc6cc6ccccc56)ccc5ccccc45)c4ccccc34)cccc2c1', 'Cc1cc(C)cc(-c2c3ccccc3c(-c3c(-c4ccccc4)cc(-c4c(F)c(F)c(F)c(F)c4F)c4ccccc34)c3ccccc23)c1', 'Cc1cc(C)c2cccnc2c1-c1c2ccccc2cc2ccccc12', 'Clc1ccc(C=Cc2cc(-c3c4ccccc4cc4ccccc34)c3ccccc3c2)cc1', 'O=C(c1ccccc1)c1cc2ccccc2c(-c2c3ccccc3cc3ccccc23)c1-c1cccc2ccccc12'}",8,1.0
