Substructure,Count,Count ratio,Number_of_molecules_with_fragment,Ratio_of_Molecules_with_Fragment,median_score,median_score_fragment,median_score_not_fragment,molecules_with_fragment,num_atoms,diff_median_score,step
O=CO,3,1.079136690647482,8,7.4074074074074066,0.15158455,0.0216636,0.1534687,"['COC(=O)C12CC1C(=NOS(C)(=O)=O)c1ccccc12', 'COC1=C2c3ccccc3C(=O)C2(C(=O)O)C(=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc21', 'COC(=O)c1ccc2c(c1)Cc1ccccc1N(C)C2=O']",3,-0.1318051,110
N=N,3,1.079136690647482,3,2.7777777777777777,0.15158455,0.36483085000000004,0.1477059,"['Cc1ccc(N=Nc2cccc(Oc3ccc(C=Nc4ccc(N=Nc5ccc(N(C)C)cc5)cc4)cc3)c2)nc1', 'O=c1c(-c2ccccc2N=Nc2ccccc2)nc(-c2ccccc2)c2ccccn12']",2,0.21712495000000004,110
C=NN,3,1.079136690647482,7,6.481481481481481,0.15158455,0.3044008,0.1457114,"['O=[N+]([O-])c1ccccc1CN(N=Cc1ccccc1O)c1ccccc1', 'COC1=C2c3ccccc3C(=O)C2(C(=O)O)C(=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc21', 'O=[N+]([O-])c1ccc(NN=C2c3ccccc3-c3ccccc32)c([N+](=O)[O-])c1']",3,0.15868940000000004,110
S,3,1.079136690647482,22,20.37037037037037,0.15158455,0.1580794,0.1497004,"['C[B-]1(C)c2ccccc2C=[N+]1c1cccc(Sc2cccc3ccccc23)c1', 'c1ccc2c(c1)Sc1cc3ccccc3cc1N2c1ccc2ccc3cccc4ccc1c2c34', 'C1=CC2SC3(c4ccccc4)C(c4ccccc4)=C(c4ccccc4)C2(C=C1)c1ccccc13']",1,0.008378999999999998,110
NS(=O)=O,2,0.7194244604316548,5,4.62962962962963,0.15158455,0.07748455000000001,0.15388990000000002,"['CN(C)S(=O)(=O)c1ccc(F)cc1Cl', 'O=S(=O)(Nc1ccc2c(S(=O)(=O)c3ccccc3)c3ccccc3n2c1)c1ccccc1']",4,-0.07640535000000001,110
O=S=O,2,0.7194244604316548,8,7.4074074074074066,0.15158455,0.08422385,0.15388990000000002,"['Cc1ccc(S(=O)(=O)c2nn[n+]3n2[B-](F)(F)Oc2ccccc2-3)cc1', 'O=S(=O)(Nc1ccc2c(S(=O)(=O)c3ccccc3)c3ccccc3n2c1)c1ccccc1']",3,-0.06966605000000002,110
C=NN=C,2,0.7194244604316548,3,2.7777777777777777,0.15158455,0.1729681,0.1477059,"['O=[N+]([O-])c1ccc(C=NN=C(c2ccccc2)c2ccccc2)cc1', 'c1ccc(C(=NN=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1']",4,0.025262200000000012,110
NN,2,0.7194244604316548,10,9.25925925925926,0.15158455,0.23907475,0.15158455,"['O=[N+]([O-])c1cccc(NNc2ccccc2)c1-c1ccccc1', 'Brc1ccc(-c2ccc3c(n2)=c2ccccc2=C(c2ccccc2)NN=3)cc1']",2,0.08749019999999999,110
C=CC=N,2,0.7194244604316548,10,9.25925925925926,0.15158455,0.2221001,0.15158455,"['O=C1CN=CC(=Cc2ccc[nH]2)C2CCCN12', 'c1ccc(N=C2C3=C(c4ccccc4)c4ccccc4C(c4ccccc4)=C(c4ccccc4)C2(c2ccccc2)c2ccccc23)cc1']",4,0.07051554999999998,110
[O-],2,0.7194244604316548,15,13.88888888888889,0.15158455,0.1035317,0.15158455,"['[O-]c1ccc(C=CC(=C2C=CC=[S+]2)c2ccccc2)c(F)c1F', 'CC1=CCc2ccc3c4c2C(=O)C1C=4C=CC=C([N+](=O)[O-])C=3[O-]']",1,-0.04805285000000001,110
C#N,2,0.7194244604316548,5,4.62962962962963,0.15158455,0.2498084,0.15158455,"['CC1CCN2C(=O)C3=C(O)c4ccccc4C(=C2C1)C31CC(c2ccccc2)=NC1(C#N)C(=O)c1ccccc1', 'Cn1c(-c2ccccc2)cc2c(C#N)c(-c3cccs3)c3c(-c4ccccc4)c4ccc5ccccc5c4cc3c21']",2,0.09822385,110
C=CC=O,2,0.7194244604316548,22,20.37037037037037,0.15158455,0.0858478,0.15158455,"['CC1=CC=CC2=C(C=C1)C1=C([Si](C)(C(C)C)C(C)C)c3cccc4c3c3c(c5ccccc54)C(=O)C=CC213', 'O=C1Cc2ccccc2C1=Cc1cc(Br)ccc1Br']",4,-0.06573675000000001,110
C=C(O)C=O,2,0.7194244604316548,2,1.8518518518518516,0.15158455,0.1793353,0.15158455,"['COc1ccc2ccc3c(c2c1OC)OC1=C(C3)c2ccccc2C1=O', 'O=C1C(=Cc2cccc3cc(C=C(c4cccc5ccccc45)c4c5ccccc5cc5ccccc45)ccc23)Oc2ccccc21']",5,0.02775074999999999,110
n,34,11.564625850340136,36,32.432432432432435,0.1179819,0.15242,0.11656174999999999,"['c1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)n3c(cc4ccccc43)c2-c2ccccc2)cc1', '[O-]c1c2c(c(-c3ccccc3)n1-c1ccccc1)[N+](=Cc1c3ccccc3cc3ccccc13)c1ccccc1-2', 'O=c1nc(-c2ccc(Cl)cc2)nc2n1c1cccc(Cl)c1n1c3ccccc3c(=Nc3ccccc3)n21', 'c1ccc(CCN(Cc2ccccc2)c2ccc(Sc3cnc4cc5ccccc5cc4n3)cc2)cc1', 'O=C1C(=Nc2ccc(C=C3N=Cc4ccccc43)cc2)C=CC(O)=C1c1cccc2cccnc12', 'CC(=O)C(c1nc2ccccc2[nH]1)C(C)C', 'CC(c1ccccc1)n1c(-c2ccccc2)c2ncn(-c3ccccc3Br)c(-c3ccccc3)c-2c1=O', 'Cc1cccc(NC(=S)Nc2cc3c(C)n(C)nc3n2-c2ccccc2)c1', 'O=c1c2c(=Nc3ccccc3)ssc2c2ccccc2n1-c1ccccc1', 'C=CCN1C=C(c2cn(C)c3ccc(Br)cc23)C(c2ccccc2)C(S(=O)(=O)c2ccccc2)=C1', 'C1=CC(=C2c3cccnc3-c3ncccc32)c2ccc3c(c2)OCCOCCC(=C1)OCCOCCO3', 'CC1(C)C(=O)C(=NNC(=O)c2ccncc2)c2ccccc21', 'Clc1ccc(COc2nc(-c3ccccc3)n3c2Sc2ccccc2C3)cc1', 'c1ccc(-c2c3c(nc4nc5cccn5c(-c5ccccc5)c24)-c2ccccc2-3)cc1', 'CN1c2ccccc2N(c2cn(C)cc2-c2ccccc2)c2ccccc21', 'O=C(O)c1ccnc(NCN=Cc2cccc(Br)c2)c1', 'c1ccc(-c2c3ccccc3c(-c3c4ccccc4nc4ccccc34)c3ccccc23)cc1', 'O=[N+]([O-])c1nc2ccccc2n1-c1cccc(-n2c3ccccc3c3ccccc32)n1', 'C1=C(c2ccccc2)c2ccccc2OB(c2ccccc2)c2nc3ccccc3nc21', 'C=c1c2ccccc2c(=O)c2n1-c1c(c3cccc(C)c3c(=C(C)[O-])c1=Cc1ccccc1)C(c1ccccc1)[O+]=2', 'O=C1C(=Cc2ccccc2Br)c2ccc3cccc(Br)c3c2N1c1cccc2cccnc12']",1,0.03585825000000001,120
O,30,10.204081632653061,79,71.17117117117117,0.1179819,0.10708604999999999,0.1232647,"['COc1ccc(C2=C(C#N)C3=C(C(=O)C(c4ccccc4)O2)c2ccccc2C3)cc1', 'O=c1nc(-c2ccc(Cl)cc2)nc2n1c1cccc(Cl)c1n1c3ccccc3c(=Nc3ccccc3)n21', 'Cc1ccc(C2=Nc3ccccc3-c3c(c4ccccc4oc3=O)NC2=Cc2ccccc2)cc1', 'Cc1ccc(-n2nc(C)c3c2CC2Oc4ccccc4C(=C3)c3ccccc32)cc1', 'CC(c1ccccc1)n1c(-c2ccccc2)c2ncn(-c3ccccc3Br)c(-c3ccccc3)c-2c1=O', 'O=C1CCC2C1=CC=CC1=C2COc2ccccc21', 'O=c1c2c(=Nc3ccccc3)ssc2c2ccccc2n1-c1ccccc1', 'O=c1c2ccccc2[n-]c2[n+]1-c1ccccc1C=Cc1c-2[s+]c2ccccc2c1[O-]', 'COc1cc(N=Nc2ccccc2)cc(C#N)c1C#N', 'C1=CC(=C2c3cccnc3-c3ncccc32)c2ccc3c(c2)OCCOCCC(=C1)OCCOCCO3', 'Clc1ccc(COc2nc(-c3ccccc3)n3c2Sc2ccccc2C3)cc1', 'CCc1cc2occ(C)c(=O)c2cc1C(Cl)Cl', 'O=c1ccc2c3c(ccc2o1)Oc1ccc2ccccc2c1NC3c1ccccc1', 'Cc1cc2oc(-c3ccccc3)c(-c3ccccc3)c(=O)c2cc1Cl', 'COc1ccc(C2CN(c3ccccc3)C(=O)C2=Cc2ccc(F)cc2)cc1', 'COc1ccc2cc(C=NN=Cc3ccc(C=Nc4ccccc4)cc3)ccc2c1', 'O=C1c2ccccc2C(O)C12C(c1ccccc1)C1=CC(F)(F)C12', 'O=C1CC23C(=O)CCC2(c2ccc(Br)cc2)OCC3O1', 'C=c1c2ccccc2c(=O)c2n1-c1c(c3cccc(C)c3c(=C(C)[O-])c1=Cc1ccccc1)C(c1ccccc1)[O+]=2', 'COc1ccc(-c2ccc(-c3ccc4ccccc4c3)cc2)cc1', 'COc1ccc2c(c1)C1=C(C2=O)C(c2ccccc2)C2=C(C(=O)c3ccccc32)N1C', 'Cc1ccccc1NN=c1c(=O)cc(-c2ccccc2)c1=O', 'COc1ccc2cc1CSCc1cccc(c1)CSCc1cccc(c1)SC2', 'COc1ccc2c3c1C=C1OC(c4ccccc4)(c4ccccc4-3)c3ccccc3C2(OC)c2ccccc21']",1,-0.016178650000000017,120
Cl,23,7.8231292517006805,13,11.711711711711711,0.1179819,0.07696045,0.1232647,"['O=c1nc(-c2ccc(Cl)cc2)nc2n1c1cccc(Cl)c1n1c3ccccc3c(=Nc3ccccc3)n21', 'O=C1C=C(c2ccc(Cl)cc2)C(=Nc2ccccc2)N1c1c[s+]c(-c2ccccc2)[n-]1', 'Clc1ccc(COc2nc(-c3ccccc3)n3c2Sc2ccccc2C3)cc1', 'Clc1ccc2c(c1)c(-c1ccccc1)c(-c1ccccc1)c1cccc(Cl)c12', 'CCc1cc2occ(C)c(=O)c2cc1C(Cl)Cl', 'ClC1=Nc2ccccc2C1=NOC(=Nc1ccccc1Cl)c1ccccc1Cl', 'O=C(Nc1ccc([N+](=O)[O-])c(Cl)c1)c1c(Cl)cccc1Cl', 'Cc1cc2oc(-c3ccccc3)c(-c3ccccc3)c(=O)c2cc1Cl', 'CC(=O)n1c[s+]c2cc(Cl)ccc21', 'O=C1C(=CC2=NCCC23C(=O)Nc2c(Cl)cccc23)C(=O)c2ccccc21', 'Clc1ccc2ccc3oc(=NCc4ccccc4Cl)ccc3c2c1', 'O=C1CCC(=CC(=O)c2ccc(Cl)cc2)C2=C1CC1CC3(Cl)C(CC4(Cl)C(Cl)=C(Cl)C3(Cl)C4Cl)C1C(=O)N2c1ccccc1']",1,-0.046304250000000005,120
N,12,4.081632653061225,67,60.36036036036037,0.1179819,0.0990305,0.1206233,"['Nc1c(C(=O)OCc2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c2ccccc12', 'O=c1nc(-c2ccc(Cl)cc2)nc2n1c1cccc(Cl)c1n1c3ccccc3c(=Nc3ccccc3)n21', 'c1ccc(CCN(Cc2ccccc2)c2ccc(Sc3cnc4cc5ccccc5cc4n3)cc2)cc1', 'C(=NN=Cc1ccc(N(c2ccccc2)c2ccccc2)c2ccccc12)c1ccc2ccccc2c1', 'O=c1c2c(=Nc3ccccc3)ssc2c2ccccc2n1-c1ccccc1', 'c1ccc2c(c1)cc(N1CCCC1)c1ccccc12', 'O=c1ccc2c3c(ccc2o1)Oc1ccc2ccccc2c1NC3c1ccccc1', 'CN1c2ccccc2N(c2cn(C)cc2-c2ccccc2)c2ccccc21', 'Clc1ccc2ccc3oc(=NCc4ccccc4Cl)ccc3c2c1', 'CN1c2ccccc2C(=O)c2ccccc2O[P-]2(NC34N=NC3(C)O4)(=[O+]c3ccccc3[N+](=O)[O-])Oc3ccccc3C12', 'CN(C(=Nc1ccc(C(C#N)=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccccc1)c1ccccc1']",1,-0.02159280000000001,120
C=C,11,3.741496598639456,56,50.45045045045045,0.1179819,0.09237165,0.1232647,"['C(=C1c2ccccc2-c2ccccc21)c1c2ccccc2cc2ccccc12', 'Cc1ccc(-n2nc(C)c3c2CC2Oc4ccccc4C(=C3)c3ccccc32)cc1', 'C(=C1c2ccccc2-c2ccccc21)c1ccccc1C1c2c(c3ccccc3c3ccccc23)C2c3ccccc3C1c1ccccc12', 'C=CCN1C=C(c2cn(C)c3ccc(Br)cc23)C(c2ccccc2)C(S(=O)(=O)c2ccccc2)=C1', 'O=c1c2ccccc2[n-]c2[n+]1-c1ccccc1C=Cc1c-2[s+]c2ccccc2c1[O-]', 'O=[N+]([O-])c1ccc(NN=C2CC3CCC2C2CCC=C32)cc1', 'O=C1c2ccccc2C(=O)C2(c3ccccc3)C3=C(CCCc4cc5c(cc43)CCC5=Cc3ccccc3)c3ccccc3N12', 'O=C1c2ccccc2C(O)C12C(c1ccccc1)C1=CC(F)(F)C12', 'C1=C(c2ccccc2)c2ccccc2OB(c2ccccc2)c2nc3ccccc3nc21', 'Cc1ccc(S(=O)(=O)N2CC(c3ccccc3)=C3c4ccccc4CN(c4ccccc4)C(=O)C32)cc1']",2,-0.030893050000000005,120
C=O,11,3.741496598639456,43,38.73873873873874,0.1179819,0.0826713,0.1232647,"['O=C1C(=c2cc3ccccc3c3c2=CC=CC=C3)C(=O)c2ccccc21', 'CC(=O)C(c1nc2ccccc2[nH]1)C(C)C', 'O=C1c2ccccc2-c2[nH]c3c(c21)S(=O)(=O)c1ccccc1C3', 'Cc1cc(-c2nocc2C(=O)c2ccccc2)c[nH]1', 'CN1c2ccccc2C(=O)c2ccccc2O[P-]2(NC34N=NC3(C)O4)(=[O+]c3ccccc3[N+](=O)[O-])Oc3ccccc3C12', 'O=C1c2ccccc2C(=O)C2(c3ccccc3)C3=C(CCCc4cc5c(cc43)CCC5=Cc3ccccc3)c3ccccc3N12', 'C=C1N=C(c2ccccc2)C23c4ccccc4C(=O)c4cccc(c42)C13C', 'O=C1c2ccccc2C(O)C12C(c1ccccc1)C1=CC(F)(F)C12', 'O=C1CC23C(=O)CCC2(c2ccc(Br)cc2)OCC3O1', 'O=C1C2=C(CCN2C2C(=O)CC3=CC=CC=CC=C32)c2ccccc21']",2,-0.0405934,120
o,10,3.4013605442176873,13,11.711711711711711,0.1179819,0.050127950000000004,0.1332811,"['Cc1ccc(C2=Nc3ccccc3-c3c(c4ccccc4oc3=O)NC2=Cc2ccccc2)cc1', 'CCc1cc2occ(C)c(=O)c2cc1C(Cl)Cl', 'O=c1ccc2c3c(ccc2o1)Oc1ccc2ccccc2c1NC3c1ccccc1', 'Cc1cc2oc(-c3ccccc3)c(-c3ccccc3)c(=O)c2cc1Cl', 'Clc1ccc2ccc3oc(=NCc4ccccc4Cl)ccc3c2c1', 'C(=Cc1ccco1)C=Nc1ccccc1', 'c1ccc(-c2ccc(-c3cc4occc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1', 'C(=Nc1[n-]cc[s+]1)c1ccc2oc(-c3ccccc3)cc2c1', 'CC(=NO)c1ccc(N=Cc2ccco2)cc1', 'O=C(O)c1cc(-c2ccccc2)cc(-c2ccco2)c1']",1,-0.08315315000000001,120
Br,10,3.4013605442176873,9,8.108108108108109,0.1179819,0.0254217,0.12827290000000002,"['Brc1ccc(C2=C3CC4C(c5ccccc5)C(Br)(Br)C(O2)C34c2ccccc2)cc1', 'O=C(NC(=S)c1ccc(Br)cc1)c1ccccc1', 'CC(c1ccccc1)n1c(-c2ccccc2)c2ncn(-c3ccccc3Br)c(-c3ccccc3)c-2c1=O', 'C=CCN1C=C(c2cn(C)c3ccc(Br)cc23)C(c2ccccc2)C(S(=O)(=O)c2ccccc2)=C1', 'O=C(O)c1ccnc(NCN=Cc2cccc(Br)c2)c1', 'O=C1CC23C(=O)CCC2(c2ccc(Br)cc2)OCC3O1', 'O=C1C(=Cc2ccccc2Br)c2ccc3cccc(Br)c3c2N1c1cccc2cccnc12']",1,-0.10285120000000003,120
O=CO,6,2.0408163265306123,8,7.207207207207207,0.1179819,0.0240604,0.12827290000000002,"['Nc1c(C(=O)OCc2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c2ccccc12', 'O=C(O)c1ccnc(NCN=Cc2cccc(Br)c2)c1', 'O=C1CC23C(=O)CCC2(c2ccc(Br)cc2)OCC3O1', 'COC(=O)C1(c2ccccc2)OC(=O)Cc2ccccc21', 'O=C(O)c1cc(-c2ccccc2)cc(-c2ccco2)c1']",3,-0.10421250000000003,120
S,6,2.0408163265306123,20,18.01801801801802,0.1179819,0.003652,0.1332811,"['c1ccc(CCN(Cc2ccccc2)c2ccc(Sc3cnc4cc5ccccc5cc4n3)cc2)cc1', '[BH3-][P+]1(C)CCCCSC1C', 'Clc1ccc(COc2nc(-c3ccccc3)n3c2Sc2ccccc2C3)cc1', 'COc1ccc2cc1CSCc1cccc(c1)CSCc1cccc(c1)SC2']",1,-0.12962910000000002,120
[nH],5,1.7006802721088436,6,5.405405405405405,0.1179819,0.0357032,0.1206233,"['CC(=O)C(c1nc2ccccc2[nH]1)C(C)C', 'O=C1c2ccccc2-c2[nH]c3c(c21)S(=O)(=O)c1ccccc1C3', 'Cc1cc(-c2nocc2C(=O)c2ccccc2)c[nH]1', 'Cc1ccc(S(=O)(=O)Oc2c(-c3ccccc3)[nH]c3cc4ccccc4c(-c4ccccc4)c23)cc1', 'COC(=O)N(N=Cc1ccccc1-c1cc[nH]c1)S(=O)(=O)c1ccccc1']",1,-0.0849201,120
[s+],5,1.7006802721088436,5,4.504504504504505,0.1179819,0.2173213,0.1127195,"['O=C1C=C(c2ccc(Cl)cc2)C(=Nc2ccccc2)N1c1c[s+]c(-c2ccccc2)[n-]1', 'O=c1c2ccccc2[n-]c2[n+]1-c1ccccc1C=Cc1c-2[s+]c2ccccc2c1[O-]', '[O-]C1=C2C(=CC=C(c3ccccc3)c3[s+]c4c(-c5ccccc5)c5ccccc5cc4cc32)C=CN1c1ccccc1', 'CC(=O)n1c[s+]c2cc(Cl)ccc21', 'C(=Nc1[n-]cc[s+]1)c1ccc2oc(-c3ccccc3)cc2c1']",1,0.1046018,120
O=[N+][O-],5,1.7006802721088436,6,5.405405405405405,0.1179819,0.0558866,0.12827290000000002,"['O=[N+]([O-])c1ccc(NN=C2CC3CCC2C2CCC=C32)cc1', 'O=C(Nc1ccc([N+](=O)[O-])c(Cl)c1)c1c(Cl)cccc1Cl', 'CN1c2ccccc2C(=O)c2ccccc2O[P-]2(NC34N=NC3(C)O4)(=[O+]c3ccccc3[N+](=O)[O-])Oc3ccccc3C12', 'O=[N+]([O-])c1nc2ccccc2n1-c1cccc(-n2c3ccccc3c3ccccc32)n1', 'O=[N+]([O-])c1n[nH]nc1N=Nc1nonc1N([N+](=O)[O-])[N+](=O)[O-]']",3,-0.07238630000000001,120
NC=O,5,1.7006802721088436,19,17.117117117117118,0.1179819,0.1648482,0.11656174999999999,"['O=C(Nc1ccc([N+](=O)[O-])c(Cl)c1)c1c(Cl)cccc1Cl', 'O=C1C(=CC2=NCCC23C(=O)Nc2c(Cl)cccc23)C(=O)c2ccccc21', 'CC1=C(c2nn(-c3ccccc3)c(-c3ccccc3)c2C(=O)Nc2ccccc2)S(=O)(=O)C(=c2sc3ccccc3c2=Cc2ccccc2)S1', 'O=C1c2ccccc2C(=O)C2(c3ccccc3)C3=C(CCCc4cc5c(cc43)CCC5=Cc3ccccc3)c3ccccc3N12', 'Cc1ccc(S(=O)(=O)N2CC(c3ccccc3)=C3c4ccccc4CN(c4ccccc4)C(=O)C32)cc1']",3,0.04828645000000001,120
nn,4,1.3605442176870748,6,5.405405405405405,0.1179819,0.10937145000000001,0.1179819,"['O=c1nc(-c2ccc(Cl)cc2)nc2n1c1cccc(Cl)c1n1c3ccccc3c(=Nc3ccccc3)n21', 'Cc1ccc(-n2nc(C)c3c2CC2Oc4ccccc4C(=C3)c3ccccc32)cc1', 'Cc1cccc(NC(=S)Nc2cc3c(C)n(C)nc3n2-c2ccccc2)c1', 'CC1=C(c2nn(-c3ccccc3)c(-c3ccccc3)c2C(=O)Nc2ccccc2)S(=O)(=O)C(=c2sc3ccccc3c2=Cc2ccccc2)S1']",2,-0.008610449999999992,120
C#N,3,1.0204081632653061,4,3.6036036036036037,0.1179819,0.07835125,0.1179819,"['COc1cc(N=Nc2ccccc2)cc(C#N)c1C#N', 'CC1C(c2ccccc2)OC(=O)N1C(C#N)c1ccccc1']",2,-0.03963065,120
F,3,1.0204081632653061,5,4.504504504504505,0.1179819,0.05869105,0.1232647,"['COc1ccc(C2CN(c3ccccc3)C(=O)C2=Cc2ccc(F)cc2)cc1', 'O=C1c2ccccc2C(O)C12C(c1ccccc1)C1=CC(F)(F)C12']",1,-0.06457365000000001,120
[n-],3,1.0204081632653061,3,2.7027027027027026,0.1179819,0.2173213,0.1127195,"['O=C1C=C(c2ccc(Cl)cc2)C(=Nc2ccccc2)N1c1c[s+]c(-c2ccccc2)[n-]1', 'O=c1c2ccccc2[n-]c2[n+]1-c1ccccc1C=Cc1c-2[s+]c2ccccc2c1[O-]', 'C(=Nc1[n-]cc[s+]1)c1ccc2oc(-c3ccccc3)cc2c1']",1,0.1046018,120
C=N,3,1.0204081632653061,31,27.927927927927925,0.1179819,0.1670787,0.11656174999999999,"['COc1ccc2cc(C=NN=Cc3ccc(C=Nc4ccccc4)cc3)ccc2c1', 'C(=Nc1[n-]cc[s+]1)c1ccc2oc(-c3ccccc3)cc2c1', 'CC(=NO)c1ccc(N=Cc2ccco2)cc1']",2,0.050516950000000005,120
C=NN=C,3,1.0204081632653061,3,2.7027027027027026,0.1179819,0.1670787,0.11656174999999999,"['C(=NN=Cc1ccc(N(c2ccccc2)c2ccccc2)c2ccccc12)c1ccc2ccccc2c1', 'c1ccc2c(c1)C(=NN=C1c3ccccc3-c3ccccc31)c1ccccc1-2', 'COc1ccc2cc(C=NN=Cc3ccc(C=Nc4ccccc4)cc3)ccc2c1']",4,0.050516950000000005,120
P,3,1.0204081632653061,4,3.6036036036036037,0.1179819,0.0915642,0.1206233,['Cc1cccc(P(c2ccccc2)c2ccccc2)c1P(c1ccccc1)c1c(Pc2ccccc2)ccc2c(C)cccc12'],1,-0.029059100000000004,120
[O-],3,1.0204081632653061,14,12.612612612612612,0.1179819,0.2173213,0.11656174999999999,"['[O-]c1c2c(c(-c3ccccc3)n1-c1ccccc1)[N+](=Cc1c3ccccc3cc3ccccc13)c1ccccc1-2', 'O=c1c2ccccc2[n-]c2[n+]1-c1ccccc1C=Cc1c-2[s+]c2ccccc2c1[O-]', 'C=c1c2ccccc2c(=O)c2n1-c1c(c3cccc(C)c3c(=C(C)[O-])c1=Cc1ccccc1)C(c1ccccc1)[O+]=2']",1,0.10075955,120
N=N,2,0.6802721088435374,4,3.6036036036036037,0.1179819,0.1651426,0.1151416,"['COc1cc(N=Nc2ccccc2)cc(C#N)c1C#N', 'O=[N+]([O-])c1n[nH]nc1N=Nc1nonc1N([N+](=O)[O-])[N+](=O)[O-]']",2,0.050001000000000004,120
C=CN=C,2,0.6802721088435374,7,6.306306306306306,0.1179819,0.22617015,0.1179819,"['O=C1C(=Nc2ccc(C=C3N=Cc4ccccc43)cc2)C=CC(O)=C1c1cccc2cccnc12', 'C=C1N=C(c2ccccc2)C23c4ccccc4C(=O)c4cccc(c42)C13C']",4,0.10818824999999999,120
O=S=O,2,0.6802721088435374,8,7.207207207207207,0.1179819,0.16940605,0.1151416,"['O=C1c2ccccc2-c2[nH]c3c(c21)S(=O)(=O)c1ccccc1C3', 'Cc1ccc2c(c1)C1=C(S(=O)(=O)c3ccccc3)CC=C1c1c(ccc3ccccc13)S2(=O)=O']",3,0.054264450000000006,120
C=CNC=O,2,0.6802721088435374,3,2.7027027027027026,0.1179819,0.18740010000000001,0.1151416,"['O=C1c2c(n(C(=O)c3ccccc3)c3ccccc23)C(=Cc2ccccc2)N1c1ccccc1', 'CC1(C)CC2=C(C1)C(C)(C)c1ccc3c(c1C2=O)C1=CC(C=CC=C3)C(=O)N1']",5,0.07225850000000002,120
C=CC=C,2,0.6802721088435374,24,21.62162162162162,0.1179819,0.228346,0.1151416,"['O=C1C(=c2cc3ccccc3c3c2=CC=CC=C3)C(=O)c2ccccc21', 'CC1(C)CC2=C(C1)C(C)(C)c1ccc3c(c1C2=O)C1=CC(C=CC=C3)C(=O)N1']",4,0.1132044,120
nC=O,2,0.6802721088435374,2,1.8018018018018018,0.1179819,0.12576775,0.1179819,"['O=C1c2c(n(C(=O)c3ccccc3)c3ccccc23)C(=Cc2ccccc2)N1c1ccccc1', 'CC(=O)n1c[s+]c2cc(Cl)ccc21']",3,0.007785850000000011,120
C=CC(=O)N,2,0.6802721088435374,5,4.504504504504505,0.1179819,0.1937043,0.1179819,"['COc1ccc(C2CN(c3ccccc3)C(=O)C2=Cc2ccc(F)cc2)cc1', 'O=C1C(=Cc2ccccc2Br)c2ccc3cccc(Br)c3c2N1c1cccc2cccnc12']",5,0.0757224,120
[n+],2,0.6802721088435374,3,2.7027027027027026,0.1179819,0.2490756,0.1151416,"['c1ccc(C2=[NH+]C(=c3ccc(=[b-]4oc5ccccc5cc4-c4ccccc4)cc3)[n+]3ccccc32)cc1', 'O=c1c2ccccc2[n-]c2[n+]1-c1ccccc1C=Cc1c-2[s+]c2ccccc2c1[O-]']",1,0.133934,120
C=CO,2,0.6802721088435374,13,11.711711711711711,0.1179819,0.07028165,0.1232647,"['Brc1ccc(C2=C3CC4C(c5ccccc5)C(Br)(Br)C(O2)C34c2ccccc2)cc1', 'COc1ccc2c3c1C=C1OC(c4ccccc4)(c4ccccc4-3)c3ccccc3C2(OC)c2ccccc21']",3,-0.052983050000000004,120
