Substructure,Count,Count ratio,Number_of_molecules_with_fragment,Ratio_of_Molecules_with_Fragment
CC1CCC(C2CCC(C3CCCCC3)C3C4CCCC4C(C4CCCCC4)C23)C(C2CCC3CCCCC32)C1,1,1.4084507042253522,0,0.0
C1CCC(C2CCC(C3CCCC4CCCCC43)C(CC3C4CCCCC4CC4CCCCC43)C2)CC1,1,1.4084507042253522,0,0.0
CC(CC1CCCCC1)C1CCCCC1,1,1.4084507042253522,0,0.0
C1CCC(C2CC(C3CCCCC3)C3CC4CCCC4CC23)CC1,1,1.4084507042253522,0,0.0
C1CCC(C2CC3CC4CCCC4C(C4CCCCC4)C3C(C3CCCC3)C2)CC1,1,1.4084507042253522,0,0.0
C1CCC(C2CCC3CC4CCCC4C(C4CCCC4)C32)CC1,1,1.4084507042253522,0,0.0
CC1C2CCCCC2C(CC2CCCCC2)C1CC1CCCCC1,1,1.4084507042253522,0,0.0
C1CCC(CCC2CCC(C3CC4CCCCC4C4CCCCC34)CC2)CC1,1,1.4084507042253522,0,0.0
C1CCC(C2CC3C(CCC4C(C5CCCC5)C5CCCCC5C4C3C3CCCC3)C2C2CCCC2)C1,1,1.4084507042253522,0,0.0
C1CCC(C2C3C(CCC3C3CCCC3)CC3CC4CCCCC4C32)CC1,1,1.4084507042253522,0,0.0
C1CCC(C2C3CCCC3CC3C(C4CCCC4)C(C4CCCCC4)C(C4CCCCC4)C32)CC1,1,1.4084507042253522,0,0.0
C1CCC(C2CC3CC4CCCC4C(C4CCCCC4)C3C2)CC1,1,1.4084507042253522,0,0.0
C1CCC(C2CC3CCCC3CC2CC2C3CCCCC3CC3CCCCC32)CC1,1,1.4084507042253522,0,0.0
C1CCC(C2C3CCCCC3C3C2CC2CCCC2C3C2CCCCC2)CC1,1,1.4084507042253522,0,0.0
C1CCC(C2C3CCCC3CC3CC4CCCCC4CC32)CC1,1,1.4084507042253522,0,0.0
